age,year,dead,pop
90,2023,8940,
91,2023,7897,
92,2023,7014,
93,2023,5874,
94,2023,4703,
95,2023,3675,
96,2023,2760,
97,2023,2096,
98,2023,1445,
99,2023,985,
100,2023,1608,
0,2024,71,3648654
1,2024,67,3694222
2,2024,70,3611883
3,2024,82,3747807
4,2024,93,3808594
5,2024,104,3896077
6,2024,83,3972997
7,2024,84,4075558
8,2024,78,4110498
9,2024,76,4097627
10,2024,92,4083444
11,2024,85,4089809
12,2024,97,4134024
13,2024,91,4219014
14,2024,100,4308273
15,2024,128,4472392
16,2024,133,4465940
17,2024,153,4395048
18,2024,121,4357485
19,2024,138,4384615
20,2024,163,4343892
21,2024,158,4322656
22,2024,164,4402354
23,2024,182,4405241
24,2024,162,4337029
25,2024,215,4330095
26,2024,236,4340084
27,2024,243,4368541
28,2024,284,4443648
29,2024,304,4535992
30,2024,348,4606983
31,2024,449,4708628
32,2024,488,4775545
33,2024,591,4785137
34,2024,617,4647863
35,2024,665,4562605
36,2024,783,4508995
37,2024,929,4515300
38,2024,885,4508193
39,2024,1070,4411551
40,2024,1241,4472605
41,2024,1308,4460551
42,2024,1480,4392613
43,2024,1630,4369992
44,2024,1846,4188288
45,2024,1969,4091524
46,2024,2204,4037052
47,2024,2364,3896481
48,2024,2515,3934951
49,2024,2844,3857002
50,2024,3141,3904908
51,2024,3721,4089839
52,2024,4052,4329946
53,2024,4857,4257592
54,2024,5284,4094486
55,2024,5642,4002437
56,2024,6302,4011474
57,2024,6838,4065310
58,2024,8081,4216422
59,2024,9289,4310614
60,2024,10310,4305792
61,2024,11650,4312974
62,2024,12771,4296811
63,2024,14002,4210811
64,2024,15070,4121766
65,2024,15911,4076998
66,2024,16870,3993009
67,2024,17629,3807066
68,2024,18068,3708627
69,2024,18626,3565028
70,2024,19101,3404652
71,2024,19232,3263824
72,2024,19747,3094183
73,2024,19699,2934599
74,2024,19800,2837298
75,2024,20892,2754372
76,2024,21574,2878060
77,2024,22648,2013416
78,2024,18523,1909705
79,2024,18127,1831864
80,2024,18614,1820383
81,2024,19619,1529152
82,2024,17544,1343429
83,2024,16194,1201444
84,2024,15291,1086272
85,2024,14582,
86,2024,13743,
87,2024,12823,
88,2024,11792,
89,2024,10489,
90,2024,9027,
91,2024,7994,
92,2024,6937,
93,2024,5938,
94,2024,4730,
95,2024,3730,
96,2024,2975,
97,2024,2092,
98,2024,1484,
99,2024,1070,
100,2024,1692,
