cause,year,age,dead
UCD C00-C97 (Malignant neoplasms),2013,81,15376
UCD C00-C97 (Malignant neoplasms),2013,82,15351
UCD C00-C97 (Malignant neoplasms),2013,83,15145
UCD C00-C97 (Malignant neoplasms),2013,84,14540
UCD C00-C97 (Malignant neoplasms),2013,85,13999
UCD C00-C97 (Malignant neoplasms),2013,86,13058
UCD C00-C97 (Malignant neoplasms),2013,87,12156
UCD C00-C97 (Malignant neoplasms),2013,88,11003
UCD C00-C97 (Malignant neoplasms),2013,89,9938
UCD C00-C97 (Malignant neoplasms),2013,90,8376
UCD C00-C97 (Malignant neoplasms),2013,91,7286
UCD C00-C97 (Malignant neoplasms),2013,92,6094
UCD C00-C97 (Malignant neoplasms),2013,93,4770
UCD C00-C97 (Malignant neoplasms),2013,94,3454
UCD C00-C97 (Malignant neoplasms),2013,95,2691
UCD C00-C97 (Malignant neoplasms),2013,96,2003
UCD C00-C97 (Malignant neoplasms),2013,97,1376
UCD C00-C97 (Malignant neoplasms),2013,98,1017
UCD C00-C97 (Malignant neoplasms),2013,99,628
UCD C00-C97 (Malignant neoplasms),2013,100,943
UCD C00-C97 (Malignant neoplasms),2014,0,52
UCD C00-C97 (Malignant neoplasms),2014,1,72
UCD C00-C97 (Malignant neoplasms),2014,2,74
UCD C00-C97 (Malignant neoplasms),2014,3,79
UCD C00-C97 (Malignant neoplasms),2014,4,96
UCD C00-C97 (Malignant neoplasms),2014,5,100
UCD C00-C97 (Malignant neoplasms),2014,6,84
UCD C00-C97 (Malignant neoplasms),2014,7,76
UCD C00-C97 (Malignant neoplasms),2014,8,89
UCD C00-C97 (Malignant neoplasms),2014,9,87
UCD C00-C97 (Malignant neoplasms),2014,10,72
UCD C00-C97 (Malignant neoplasms),2014,11,64
UCD C00-C97 (Malignant neoplasms),2014,12,90
UCD C00-C97 (Malignant neoplasms),2014,13,96
UCD C00-C97 (Malignant neoplasms),2014,14,94
UCD C00-C97 (Malignant neoplasms),2014,15,100
UCD C00-C97 (Malignant neoplasms),2014,16,100
UCD C00-C97 (Malignant neoplasms),2014,17,124
UCD C00-C97 (Malignant neoplasms),2014,18,146
UCD C00-C97 (Malignant neoplasms),2014,19,142
UCD C00-C97 (Malignant neoplasms),2014,20,170
UCD C00-C97 (Malignant neoplasms),2014,21,166
UCD C00-C97 (Malignant neoplasms),2014,22,184
UCD C00-C97 (Malignant neoplasms),2014,23,199
UCD C00-C97 (Malignant neoplasms),2014,24,238
UCD C00-C97 (Malignant neoplasms),2014,25,216
UCD C00-C97 (Malignant neoplasms),2014,26,252
UCD C00-C97 (Malignant neoplasms),2014,27,287
UCD C00-C97 (Malignant neoplasms),2014,28,288
UCD C00-C97 (Malignant neoplasms),2014,29,328
UCD C00-C97 (Malignant neoplasms),2014,30,344
UCD C00-C97 (Malignant neoplasms),2014,31,419
UCD C00-C97 (Malignant neoplasms),2014,32,427
UCD C00-C97 (Malignant neoplasms),2014,33,481
UCD C00-C97 (Malignant neoplasms),2014,34,582
UCD C00-C97 (Malignant neoplasms),2014,35,659
UCD C00-C97 (Malignant neoplasms),2014,36,711
UCD C00-C97 (Malignant neoplasms),2014,37,774
UCD C00-C97 (Malignant neoplasms),2014,38,837
UCD C00-C97 (Malignant neoplasms),2014,39,898
UCD C00-C97 (Malignant neoplasms),2014,40,1017
UCD C00-C97 (Malignant neoplasms),2014,41,1207
UCD C00-C97 (Malignant neoplasms),2014,42,1484
UCD C00-C97 (Malignant neoplasms),2014,43,1717
UCD C00-C97 (Malignant neoplasms),2014,44,1963
UCD C00-C97 (Malignant neoplasms),2014,45,2119
UCD C00-C97 (Malignant neoplasms),2014,46,2395
UCD C00-C97 (Malignant neoplasms),2014,47,2748
UCD C00-C97 (Malignant neoplasms),2014,48,3292
UCD C00-C97 (Malignant neoplasms),2014,49,3965
UCD C00-C97 (Malignant neoplasms),2014,50,4613
UCD C00-C97 (Malignant neoplasms),2014,51,5287
UCD C00-C97 (Malignant neoplasms),2014,52,6017
UCD C00-C97 (Malignant neoplasms),2014,53,6820
UCD C00-C97 (Malignant neoplasms),2014,54,7578
UCD C00-C97 (Malignant neoplasms),2014,55,8550
UCD C00-C97 (Malignant neoplasms),2014,56,9256
UCD C00-C97 (Malignant neoplasms),2014,57,10245
UCD C00-C97 (Malignant neoplasms),2014,58,10652
UCD C00-C97 (Malignant neoplasms),2014,59,11236
UCD C00-C97 (Malignant neoplasms),2014,60,11973
UCD C00-C97 (Malignant neoplasms),2014,61,12788
UCD C00-C97 (Malignant neoplasms),2014,62,13107
UCD C00-C97 (Malignant neoplasms),2014,63,13446
UCD C00-C97 (Malignant neoplasms),2014,64,14029
UCD C00-C97 (Malignant neoplasms),2014,65,14810
UCD C00-C97 (Malignant neoplasms),2014,66,15924
UCD C00-C97 (Malignant neoplasms),2014,67,17471
UCD C00-C97 (Malignant neoplasms),2014,68,14626
UCD C00-C97 (Malignant neoplasms),2014,69,15064
UCD C00-C97 (Malignant neoplasms),2014,70,15865
UCD C00-C97 (Malignant neoplasms),2014,71,17270
UCD C00-C97 (Malignant neoplasms),2014,72,16548
UCD C00-C97 (Malignant neoplasms),2014,73,15852
UCD C00-C97 (Malignant neoplasms),2014,74,15779
UCD C00-C97 (Malignant neoplasms),2014,75,15997
UCD C00-C97 (Malignant neoplasms),2014,76,16219
UCD C00-C97 (Malignant neoplasms),2014,77,15682
UCD C00-C97 (Malignant neoplasms),2014,78,15593
UCD C00-C97 (Malignant neoplasms),2014,79,15682
UCD C00-C97 (Malignant neoplasms),2014,80,15120
UCD C00-C97 (Malignant neoplasms),2014,81,15155
UCD C00-C97 (Malignant neoplasms),2014,82,15004
UCD C00-C97 (Malignant neoplasms),2014,83,14943
UCD C00-C97 (Malignant neoplasms),2014,84,14658
UCD C00-C97 (Malignant neoplasms),2014,85,13615
UCD C00-C97 (Malignant neoplasms),2014,86,13055
UCD C00-C97 (Malignant neoplasms),2014,87,12535
UCD C00-C97 (Malignant neoplasms),2014,88,11017
UCD C00-C97 (Malignant neoplasms),2014,89,9898
UCD C00-C97 (Malignant neoplasms),2014,90,8777
UCD C00-C97 (Malignant neoplasms),2014,91,7448
UCD C00-C97 (Malignant neoplasms),2014,92,6196
UCD C00-C97 (Malignant neoplasms),2014,93,5080
UCD C00-C97 (Malignant neoplasms),2014,94,3922
UCD C00-C97 (Malignant neoplasms),2014,95,2765
UCD C00-C97 (Malignant neoplasms),2014,96,2079
UCD C00-C97 (Malignant neoplasms),2014,97,1473
UCD C00-C97 (Malignant neoplasms),2014,98,1032
UCD C00-C97 (Malignant neoplasms),2014,99,673
UCD C00-C97 (Malignant neoplasms),2014,100,1059
UCD C00-C97 (Malignant neoplasms),2015,0,53
UCD C00-C97 (Malignant neoplasms),2015,1,85
UCD C00-C97 (Malignant neoplasms),2015,2,86
UCD C00-C97 (Malignant neoplasms),2015,3,102
UCD C00-C97 (Malignant neoplasms),2015,4,81
UCD C00-C97 (Malignant neoplasms),2015,5,98
UCD C00-C97 (Malignant neoplasms),2015,6,101
UCD C00-C97 (Malignant neoplasms),2015,7,80
UCD C00-C97 (Malignant neoplasms),2015,8,83
UCD C00-C97 (Malignant neoplasms),2015,9,75
UCD C00-C97 (Malignant neoplasms),2015,10,68
UCD C00-C97 (Malignant neoplasms),2015,11,76
UCD C00-C97 (Malignant neoplasms),2015,12,81
UCD C00-C97 (Malignant neoplasms),2015,13,84
UCD C00-C97 (Malignant neoplasms),2015,14,119
UCD C00-C97 (Malignant neoplasms),2015,15,108
UCD C00-C97 (Malignant neoplasms),2015,16,123
UCD C00-C97 (Malignant neoplasms),2015,17,122
UCD C00-C97 (Malignant neoplasms),2015,18,118
UCD C00-C97 (Malignant neoplasms),2015,19,112
UCD C00-C97 (Malignant neoplasms),2015,20,139
UCD C00-C97 (Malignant neoplasms),2015,21,165
UCD C00-C97 (Malignant neoplasms),2015,22,187
UCD C00-C97 (Malignant neoplasms),2015,23,176
UCD C00-C97 (Malignant neoplasms),2015,24,219
UCD C00-C97 (Malignant neoplasms),2015,25,216
UCD C00-C97 (Malignant neoplasms),2015,26,230
UCD C00-C97 (Malignant neoplasms),2015,27,271
UCD C00-C97 (Malignant neoplasms),2015,28,293
UCD C00-C97 (Malignant neoplasms),2015,29,324
UCD C00-C97 (Malignant neoplasms),2015,30,378
UCD C00-C97 (Malignant neoplasms),2015,31,393
UCD C00-C97 (Malignant neoplasms),2015,32,489
UCD C00-C97 (Malignant neoplasms),2015,33,508
UCD C00-C97 (Malignant neoplasms),2015,34,602
UCD C00-C97 (Malignant neoplasms),2015,35,655
UCD C00-C97 (Malignant neoplasms),2015,36,731
UCD C00-C97 (Malignant neoplasms),2015,37,740
UCD C00-C97 (Malignant neoplasms),2015,38,849
UCD C00-C97 (Malignant neoplasms),2015,39,895
UCD C00-C97 (Malignant neoplasms),2015,40,1028
UCD C00-C97 (Malignant neoplasms),2015,41,1198
UCD C00-C97 (Malignant neoplasms),2015,42,1332
UCD C00-C97 (Malignant neoplasms),2015,43,1586
UCD C00-C97 (Malignant neoplasms),2015,44,1895
UCD C00-C97 (Malignant neoplasms),2015,45,2074
UCD C00-C97 (Malignant neoplasms),2015,46,2396
UCD C00-C97 (Malignant neoplasms),2015,47,2609
UCD C00-C97 (Malignant neoplasms),2015,48,3078
UCD C00-C97 (Malignant neoplasms),2015,49,3612
UCD C00-C97 (Malignant neoplasms),2015,50,4313
UCD C00-C97 (Malignant neoplasms),2015,51,5065
UCD C00-C97 (Malignant neoplasms),2015,52,5817
UCD C00-C97 (Malignant neoplasms),2015,53,6640
UCD C00-C97 (Malignant neoplasms),2015,54,7450
UCD C00-C97 (Malignant neoplasms),2015,55,8303
UCD C00-C97 (Malignant neoplasms),2015,56,9256
UCD C00-C97 (Malignant neoplasms),2015,57,10170
UCD C00-C97 (Malignant neoplasms),2015,58,10825
UCD C00-C97 (Malignant neoplasms),2015,59,11592
UCD C00-C97 (Malignant neoplasms),2015,60,12042
UCD C00-C97 (Malignant neoplasms),2015,61,12839
UCD C00-C97 (Malignant neoplasms),2015,62,13051
UCD C00-C97 (Malignant neoplasms),2015,63,13913
UCD C00-C97 (Malignant neoplasms),2015,64,14131
UCD C00-C97 (Malignant neoplasms),2015,65,14766
UCD C00-C97 (Malignant neoplasms),2015,66,15838
UCD C00-C97 (Malignant neoplasms),2015,67,16650
UCD C00-C97 (Malignant neoplasms),2015,68,17979
UCD C00-C97 (Malignant neoplasms),2015,69,15450
UCD C00-C97 (Malignant neoplasms),2015,70,15725
UCD C00-C97 (Malignant neoplasms),2015,71,16698
UCD C00-C97 (Malignant neoplasms),2015,72,17776
UCD C00-C97 (Malignant neoplasms),2015,73,16713
UCD C00-C97 (Malignant neoplasms),2015,74,16133
UCD C00-C97 (Malignant neoplasms),2015,75,16007
UCD C00-C97 (Malignant neoplasms),2015,76,16068
UCD C00-C97 (Malignant neoplasms),2015,77,16117
UCD C00-C97 (Malignant neoplasms),2015,78,15716
UCD C00-C97 (Malignant neoplasms),2015,79,15517
UCD C00-C97 (Malignant neoplasms),2015,80,15596
UCD C00-C97 (Malignant neoplasms),2015,81,14682
UCD C00-C97 (Malignant neoplasms),2015,82,14546
UCD C00-C97 (Malignant neoplasms),2015,83,14687
UCD C00-C97 (Malignant neoplasms),2015,84,14332
UCD C00-C97 (Malignant neoplasms),2015,85,13857
UCD C00-C97 (Malignant neoplasms),2015,86,12774
UCD C00-C97 (Malignant neoplasms),2015,87,12309
UCD C00-C97 (Malignant neoplasms),2015,88,11287
UCD C00-C97 (Malignant neoplasms),2015,89,9879
UCD C00-C97 (Malignant neoplasms),2015,90,8981
UCD C00-C97 (Malignant neoplasms),2015,91,7774
UCD C00-C97 (Malignant neoplasms),2015,92,6327
UCD C00-C97 (Malignant neoplasms),2015,93,5414
UCD C00-C97 (Malignant neoplasms),2015,94,4130
UCD C00-C97 (Malignant neoplasms),2015,95,3033
UCD C00-C97 (Malignant neoplasms),2015,96,2196
UCD C00-C97 (Malignant neoplasms),2015,97,1559
UCD C00-C97 (Malignant neoplasms),2015,98,1039
UCD C00-C97 (Malignant neoplasms),2015,99,705
UCD C00-C97 (Malignant neoplasms),2015,100,1129
UCD C00-C97 (Malignant neoplasms),2016,0,67
UCD C00-C97 (Malignant neoplasms),2016,1,80
UCD C00-C97 (Malignant neoplasms),2016,2,89
UCD C00-C97 (Malignant neoplasms),2016,3,106
UCD C00-C97 (Malignant neoplasms),2016,4,102
UCD C00-C97 (Malignant neoplasms),2016,5,94
UCD C00-C97 (Malignant neoplasms),2016,6,85
UCD C00-C97 (Malignant neoplasms),2016,7,92
UCD C00-C97 (Malignant neoplasms),2016,8,96
UCD C00-C97 (Malignant neoplasms),2016,9,82
UCD C00-C97 (Malignant neoplasms),2016,10,75
UCD C00-C97 (Malignant neoplasms),2016,11,78
UCD C00-C97 (Malignant neoplasms),2016,12,90
UCD C00-C97 (Malignant neoplasms),2016,13,84
UCD C00-C97 (Malignant neoplasms),2016,14,104
UCD C00-C97 (Malignant neoplasms),2016,15,99
UCD C00-C97 (Malignant neoplasms),2016,16,115
UCD C00-C97 (Malignant neoplasms),2016,17,130
UCD C00-C97 (Malignant neoplasms),2016,18,116
UCD C00-C97 (Malignant neoplasms),2016,19,136
UCD C00-C97 (Malignant neoplasms),2016,20,131
UCD C00-C97 (Malignant neoplasms),2016,21,155
UCD C00-C97 (Malignant neoplasms),2016,22,185
UCD C00-C97 (Malignant neoplasms),2016,23,172
UCD C00-C97 (Malignant neoplasms),2016,24,192
UCD C00-C97 (Malignant neoplasms),2016,25,213
UCD C00-C97 (Malignant neoplasms),2016,26,223
UCD C00-C97 (Malignant neoplasms),2016,27,295
UCD C00-C97 (Malignant neoplasms),2016,28,305
UCD C00-C97 (Malignant neoplasms),2016,29,346
UCD C00-C97 (Malignant neoplasms),2016,30,377
UCD C00-C97 (Malignant neoplasms),2016,31,445
UCD C00-C97 (Malignant neoplasms),2016,32,480
UCD C00-C97 (Malignant neoplasms),2016,33,515
UCD C00-C97 (Malignant neoplasms),2016,34,592
UCD C00-C97 (Malignant neoplasms),2016,35,669
UCD C00-C97 (Malignant neoplasms),2016,36,730
UCD C00-C97 (Malignant neoplasms),2016,37,779
UCD C00-C97 (Malignant neoplasms),2016,38,870
UCD C00-C97 (Malignant neoplasms),2016,39,1023
UCD C00-C97 (Malignant neoplasms),2016,40,1091
UCD C00-C97 (Malignant neoplasms),2016,41,1155
UCD C00-C97 (Malignant neoplasms),2016,42,1278
UCD C00-C97 (Malignant neoplasms),2016,43,1585
UCD C00-C97 (Malignant neoplasms),2016,44,1723
UCD C00-C97 (Malignant neoplasms),2016,45,2138
UCD C00-C97 (Malignant neoplasms),2016,46,2448
UCD C00-C97 (Malignant neoplasms),2016,47,2683
UCD C00-C97 (Malignant neoplasms),2016,48,2998
UCD C00-C97 (Malignant neoplasms),2016,49,3448
UCD C00-C97 (Malignant neoplasms),2016,50,3925
UCD C00-C97 (Malignant neoplasms),2016,51,4732
UCD C00-C97 (Malignant neoplasms),2016,52,5491
UCD C00-C97 (Malignant neoplasms),2016,53,6339
UCD C00-C97 (Malignant neoplasms),2016,54,7089
UCD C00-C97 (Malignant neoplasms),2016,55,8267
UCD C00-C97 (Malignant neoplasms),2016,56,8742
UCD C00-C97 (Malignant neoplasms),2016,57,9801
UCD C00-C97 (Malignant neoplasms),2016,58,10723
UCD C00-C97 (Malignant neoplasms),2016,59,11646
UCD C00-C97 (Malignant neoplasms),2016,60,12312
UCD C00-C97 (Malignant neoplasms),2016,61,13035
UCD C00-C97 (Malignant neoplasms),2016,62,13410
UCD C00-C97 (Malignant neoplasms),2016,63,13844
UCD C00-C97 (Malignant neoplasms),2016,64,14584
UCD C00-C97 (Malignant neoplasms),2016,65,14908
UCD C00-C97 (Malignant neoplasms),2016,66,15307
UCD C00-C97 (Malignant neoplasms),2016,67,16329
UCD C00-C97 (Malignant neoplasms),2016,68,17229
UCD C00-C97 (Malignant neoplasms),2016,69,18972
UCD C00-C97 (Malignant neoplasms),2016,70,15483
UCD C00-C97 (Malignant neoplasms),2016,71,15689
UCD C00-C97 (Malignant neoplasms),2016,72,16699
UCD C00-C97 (Malignant neoplasms),2016,73,17948
UCD C00-C97 (Malignant neoplasms),2016,74,17019
UCD C00-C97 (Malignant neoplasms),2016,75,16554
UCD C00-C97 (Malignant neoplasms),2016,76,15994
UCD C00-C97 (Malignant neoplasms),2016,77,16242
UCD C00-C97 (Malignant neoplasms),2016,78,16105
UCD C00-C97 (Malignant neoplasms),2016,79,15551
UCD C00-C97 (Malignant neoplasms),2016,80,15565
UCD C00-C97 (Malignant neoplasms),2016,81,15260
UCD C00-C97 (Malignant neoplasms),2016,82,14292
UCD C00-C97 (Malignant neoplasms),2016,83,14303
UCD C00-C97 (Malignant neoplasms),2016,84,14095
UCD C00-C97 (Malignant neoplasms),2016,85,13512
UCD C00-C97 (Malignant neoplasms),2016,86,13142
UCD C00-C97 (Malignant neoplasms),2016,87,12086
UCD C00-C97 (Malignant neoplasms),2016,88,11303
UCD C00-C97 (Malignant neoplasms),2016,89,10529
UCD C00-C97 (Malignant neoplasms),2016,90,8873
UCD C00-C97 (Malignant neoplasms),2016,91,7782
UCD C00-C97 (Malignant neoplasms),2016,92,6420
UCD C00-C97 (Malignant neoplasms),2016,93,5270
UCD C00-C97 (Malignant neoplasms),2016,94,4252
UCD C00-C97 (Malignant neoplasms),2016,95,3249
UCD C00-C97 (Malignant neoplasms),2016,96,2415
UCD C00-C97 (Malignant neoplasms),2016,97,1552
UCD C00-C97 (Malignant neoplasms),2016,98,1132
UCD C00-C97 (Malignant neoplasms),2016,99,667
UCD C00-C97 (Malignant neoplasms),2016,100,1199
UCD C00-C97 (Malignant neoplasms),2017,0,57
UCD C00-C97 (Malignant neoplasms),2017,1,77
UCD C00-C97 (Malignant neoplasms),2017,2,80
UCD C00-C97 (Malignant neoplasms),2017,3,80
UCD C00-C97 (Malignant neoplasms),2017,4,88
UCD C00-C97 (Malignant neoplasms),2017,5,86
UCD C00-C97 (Malignant neoplasms),2017,6,77
UCD C00-C97 (Malignant neoplasms),2017,7,95
UCD C00-C97 (Malignant neoplasms),2017,8,72
UCD C00-C97 (Malignant neoplasms),2017,9,88
UCD C00-C97 (Malignant neoplasms),2017,10,99
UCD C00-C97 (Malignant neoplasms),2017,11,66
UCD C00-C97 (Malignant neoplasms),2017,12,84
UCD C00-C97 (Malignant neoplasms),2017,13,97
UCD C00-C97 (Malignant neoplasms),2017,14,91
UCD C00-C97 (Malignant neoplasms),2017,15,107
UCD C00-C97 (Malignant neoplasms),2017,16,101
UCD C00-C97 (Malignant neoplasms),2017,17,118
UCD C00-C97 (Malignant neoplasms),2017,18,110
UCD C00-C97 (Malignant neoplasms),2017,19,124
UCD C00-C97 (Malignant neoplasms),2017,20,156
UCD C00-C97 (Malignant neoplasms),2017,21,154
UCD C00-C97 (Malignant neoplasms),2017,22,128
UCD C00-C97 (Malignant neoplasms),2017,23,189
UCD C00-C97 (Malignant neoplasms),2017,24,187
UCD C00-C97 (Malignant neoplasms),2017,25,211
UCD C00-C97 (Malignant neoplasms),2017,26,230
UCD C00-C97 (Malignant neoplasms),2017,27,255
UCD C00-C97 (Malignant neoplasms),2017,28,289
UCD C00-C97 (Malignant neoplasms),2017,29,316
UCD C00-C97 (Malignant neoplasms),2017,30,350
UCD C00-C97 (Malignant neoplasms),2017,31,376
UCD C00-C97 (Malignant neoplasms),2017,32,434
UCD C00-C97 (Malignant neoplasms),2017,33,561
UCD C00-C97 (Malignant neoplasms),2017,34,594
UCD C00-C97 (Malignant neoplasms),2017,35,634
UCD C00-C97 (Malignant neoplasms),2017,36,743
UCD C00-C97 (Malignant neoplasms),2017,37,893
UCD C00-C97 (Malignant neoplasms),2017,38,862
UCD C00-C97 (Malignant neoplasms),2017,39,972
UCD C00-C97 (Malignant neoplasms),2017,40,1136
UCD C00-C97 (Malignant neoplasms),2017,41,1175
UCD C00-C97 (Malignant neoplasms),2017,42,1373
UCD C00-C97 (Malignant neoplasms),2017,43,1468
UCD C00-C97 (Malignant neoplasms),2017,44,1644
UCD C00-C97 (Malignant neoplasms),2017,45,1997
UCD C00-C97 (Malignant neoplasms),2017,46,2377
UCD C00-C97 (Malignant neoplasms),2017,47,2651
UCD C00-C97 (Malignant neoplasms),2017,48,2890
UCD C00-C97 (Malignant neoplasms),2017,49,3193
UCD C00-C97 (Malignant neoplasms),2017,50,3878
UCD C00-C97 (Malignant neoplasms),2017,51,4441
UCD C00-C97 (Malignant neoplasms),2017,52,5182
UCD C00-C97 (Malignant neoplasms),2017,53,5890
UCD C00-C97 (Malignant neoplasms),2017,54,6767
UCD C00-C97 (Malignant neoplasms),2017,55,7759
UCD C00-C97 (Malignant neoplasms),2017,56,8614
UCD C00-C97 (Malignant neoplasms),2017,57,9580
UCD C00-C97 (Malignant neoplasms),2017,58,10432
UCD C00-C97 (Malignant neoplasms),2017,59,11261
UCD C00-C97 (Malignant neoplasms),2017,60,12173
UCD C00-C97 (Malignant neoplasms),2017,61,12833
UCD C00-C97 (Malignant neoplasms),2017,62,13391
UCD C00-C97 (Malignant neoplasms),2017,63,13988
UCD C00-C97 (Malignant neoplasms),2017,64,14779
UCD C00-C97 (Malignant neoplasms),2017,65,15303
UCD C00-C97 (Malignant neoplasms),2017,66,15464
UCD C00-C97 (Malignant neoplasms),2017,67,16054
UCD C00-C97 (Malignant neoplasms),2017,68,16908
UCD C00-C97 (Malignant neoplasms),2017,69,17877
UCD C00-C97 (Malignant neoplasms),2017,70,19305
UCD C00-C97 (Malignant neoplasms),2017,71,15882
UCD C00-C97 (Malignant neoplasms),2017,72,16281
UCD C00-C97 (Malignant neoplasms),2017,73,17084
UCD C00-C97 (Malignant neoplasms),2017,74,18300
UCD C00-C97 (Malignant neoplasms),2017,75,16972
UCD C00-C97 (Malignant neoplasms),2017,76,16234
UCD C00-C97 (Malignant neoplasms),2017,77,16264
UCD C00-C97 (Malignant neoplasms),2017,78,16371
UCD C00-C97 (Malignant neoplasms),2017,79,16114
UCD C00-C97 (Malignant neoplasms),2017,80,15682
UCD C00-C97 (Malignant neoplasms),2017,81,15228
UCD C00-C97 (Malignant neoplasms),2017,82,14982
UCD C00-C97 (Malignant neoplasms),2017,83,14309
UCD C00-C97 (Malignant neoplasms),2017,84,13761
UCD C00-C97 (Malignant neoplasms),2017,85,13447
UCD C00-C97 (Malignant neoplasms),2017,86,12910
UCD C00-C97 (Malignant neoplasms),2017,87,12167
UCD C00-C97 (Malignant neoplasms),2017,88,10995
UCD C00-C97 (Malignant neoplasms),2017,89,10158
UCD C00-C97 (Malignant neoplasms),2017,90,9081
UCD C00-C97 (Malignant neoplasms),2017,91,7662
UCD C00-C97 (Malignant neoplasms),2017,92,6629
UCD C00-C97 (Malignant neoplasms),2017,93,5445
UCD C00-C97 (Malignant neoplasms),2017,94,4331
UCD C00-C97 (Malignant neoplasms),2017,95,3365
UCD C00-C97 (Malignant neoplasms),2017,96,2456
UCD C00-C97 (Malignant neoplasms),2017,97,1726
UCD C00-C97 (Malignant neoplasms),2017,98,1174
UCD C00-C97 (Malignant neoplasms),2017,99,797
UCD C00-C97 (Malignant neoplasms),2017,100,1178
UCD C00-C97 (Malignant neoplasms),2018,0,51
UCD C00-C97 (Malignant neoplasms),2018,1,58
UCD C00-C97 (Malignant neoplasms),2018,2,81
UCD C00-C97 (Malignant neoplasms),2018,3,92
UCD C00-C97 (Malignant neoplasms),2018,4,95
UCD C00-C97 (Malignant neoplasms),2018,5,71
UCD C00-C97 (Malignant neoplasms),2018,6,78
UCD C00-C97 (Malignant neoplasms),2018,7,87
UCD C00-C97 (Malignant neoplasms),2018,8,72
UCD C00-C97 (Malignant neoplasms),2018,9,85
UCD C00-C97 (Malignant neoplasms),2018,10,81
UCD C00-C97 (Malignant neoplasms),2018,11,76
UCD C00-C97 (Malignant neoplasms),2018,12,91
UCD C00-C97 (Malignant neoplasms),2018,13,100
UCD C00-C97 (Malignant neoplasms),2018,14,102
UCD C00-C97 (Malignant neoplasms),2018,15,123
UCD C00-C97 (Malignant neoplasms),2018,16,111
UCD C00-C97 (Malignant neoplasms),2018,17,134
UCD C00-C97 (Malignant neoplasms),2018,18,138
UCD C00-C97 (Malignant neoplasms),2018,19,115
UCD C00-C97 (Malignant neoplasms),2018,20,126
UCD C00-C97 (Malignant neoplasms),2018,21,133
UCD C00-C97 (Malignant neoplasms),2018,22,154
UCD C00-C97 (Malignant neoplasms),2018,23,145
UCD C00-C97 (Malignant neoplasms),2018,24,192
UCD C00-C97 (Malignant neoplasms),2018,25,171
UCD C00-C97 (Malignant neoplasms),2018,26,248
UCD C00-C97 (Malignant neoplasms),2018,27,256
UCD C00-C97 (Malignant neoplasms),2018,28,305
UCD C00-C97 (Malignant neoplasms),2018,29,317
UCD C00-C97 (Malignant neoplasms),2018,30,401
UCD C00-C97 (Malignant neoplasms),2018,31,377
UCD C00-C97 (Malignant neoplasms),2018,32,486
UCD C00-C97 (Malignant neoplasms),2018,33,541
