age,month,state,dead
all,2024-02,District of Columbia,72
all,2024-02,Florida,1959
all,2024-02,Georgia,1215
all,2024-02,Hawaii,99
all,2024-02,Idaho,151
all,2024-02,Illinois,1044
all,2024-02,Indiana,676
all,2024-02,Iowa,260
all,2024-02,Kansas,288
all,2024-02,Kentucky,535
all,2024-02,Louisiana,587
all,2024-02,Maine,144
all,2024-02,Maryland,540
all,2024-02,Massachusetts,450
all,2024-02,Michigan,884
all,2024-02,Minnesota,437
all,2024-02,Mississippi,454
all,2024-02,Missouri,677
all,2024-02,Montana,115
all,2024-02,Nebraska,131
all,2024-02,Nevada,335
all,2024-02,New Hampshire,116
all,2024-02,New Jersey,591
all,2024-02,New Mexico,280
all,2024-02,New York,1433
all,2024-02,North Carolina,1156
all,2024-02,North Dakota,70
all,2024-02,Ohio,1177
all,2024-02,Oklahoma,488
all,2024-02,Oregon,365
all,2024-02,Pennsylvania,1034
all,2024-02,Rhode Island,83
all,2024-02,South Carolina,655
all,2024-02,South Dakota,95
all,2024-02,Tennessee,970
all,2024-02,Texas,2783
all,2024-02,Utah,259
all,2024-02,Vermont,58
all,2024-02,Virginia,714
all,2024-02,Washington,703
all,2024-02,West Virginia,254
all,2024-02,Wisconsin,477
all,2024-02,Wyoming,64
all,2024-03,Alabama,699
all,2024-03,Alaska,98
all,2024-03,Arizona,774
all,2024-03,Arkansas,390
all,2024-03,California,3096
all,2024-03,Colorado,573
all,2024-03,Connecticut,300
all,2024-03,Delaware,97
all,2024-03,District of Columbia,71
all,2024-03,Florida,2127
all,2024-03,Georgia,1141
all,2024-03,Hawaii,105
all,2024-03,Idaho,156
all,2024-03,Illinois,1142
all,2024-03,Indiana,730
all,2024-03,Iowa,263
all,2024-03,Kansas,273
all,2024-03,Kentucky,589
all,2024-03,Louisiana,621
all,2024-03,Maine,130
all,2024-03,Maryland,541
all,2024-03,Massachusetts,503
all,2024-03,Michigan,922
all,2024-03,Minnesota,425
all,2024-03,Mississippi,444
all,2024-03,Missouri,675
all,2024-03,Montana,121
all,2024-03,Nebraska,177
all,2024-03,Nevada,384
all,2024-03,New Hampshire,112
all,2024-03,New Jersey,626
all,2024-03,New Mexico,335
all,2024-03,New York,1407
all,2024-03,North Carolina,1191
all,2024-03,North Dakota,62
all,2024-03,Ohio,1278
all,2024-03,Oklahoma,442
all,2024-03,Oregon,437
all,2024-03,Pennsylvania,1085
all,2024-03,Rhode Island,80
all,2024-03,South Carolina,680
all,2024-03,South Dakota,82
all,2024-03,Tennessee,914
all,2024-03,Texas,2912
all,2024-03,Utah,248
all,2024-03,Vermont,57
all,2024-03,Virginia,755
all,2024-03,Washington,727
all,2024-03,West Virginia,280
all,2024-03,Wisconsin,436
all,2024-03,Wyoming,57
all,2024-04,Alabama,705
all,2024-04,Alaska,106
all,2024-04,Arizona,769
all,2024-04,Arkansas,386
all,2024-04,California,2963
all,2024-04,Colorado,545
all,2024-04,Connecticut,267
all,2024-04,Delaware,121
all,2024-04,District of Columbia,81
all,2024-04,Florida,2047
all,2024-04,Georgia,1118
all,2024-04,Hawaii,101
all,2024-04,Idaho,147
all,2024-04,Illinois,1093
all,2024-04,Indiana,721
all,2024-04,Iowa,246
all,2024-04,Kansas,250
all,2024-04,Kentucky,550
all,2024-04,Louisiana,585
all,2024-04,Maine,143
all,2024-04,Maryland,566
all,2024-04,Massachusetts,474
all,2024-04,Michigan,923
all,2024-04,Minnesota,412
all,2024-04,Mississippi,417
all,2024-04,Missouri,659
all,2024-04,Montana,112
all,2024-04,Nebraska,158
all,2024-04,Nevada,346
all,2024-04,New Hampshire,89
all,2024-04,New Jersey,609
all,2024-04,New Mexico,294
all,2024-04,New York,1399
all,2024-04,North Carolina,1205
all,2024-04,North Dakota,77
all,2024-04,Ohio,1147
all,2024-04,Oklahoma,534
all,2024-04,Oregon,415
all,2024-04,Pennsylvania,1050
all,2024-04,Rhode Island,77
all,2024-04,South Carolina,626
all,2024-04,South Dakota,115
all,2024-04,Tennessee,909
all,2024-04,Texas,2832
all,2024-04,Utah,252
all,2024-04,Vermont,55
all,2024-04,Virginia,762
all,2024-04,Washington,673
all,2024-04,West Virginia,227
all,2024-04,Wisconsin,497
all,2024-04,Wyoming,58
all,2024-05,Alabama,683
all,2024-05,Alaska,121
all,2024-05,Arizona,762
all,2024-05,Arkansas,395
all,2024-05,California,2969
all,2024-05,Colorado,581
all,2024-05,Connecticut,253
all,2024-05,Delaware,86
all,2024-05,District of Columbia,75
all,2024-05,Florida,2118
all,2024-05,Georgia,1188
all,2024-05,Hawaii,101
all,2024-05,Idaho,159
all,2024-05,Illinois,1142
all,2024-05,Indiana,737
all,2024-05,Iowa,266
all,2024-05,Kansas,266
all,2024-05,Kentucky,586
all,2024-05,Louisiana,599
all,2024-05,Maine,146
all,2024-05,Maryland,524
all,2024-05,Massachusetts,453
all,2024-05,Michigan,967
all,2024-05,Minnesota,421
all,2024-05,Mississippi,449
all,2024-05,Missouri,689
all,2024-05,Montana,121
all,2024-05,Nebraska,155
all,2024-05,Nevada,385
all,2024-05,New Hampshire,101
all,2024-05,New Jersey,590
all,2024-05,New Mexico,315
all,2024-05,New York,1421
all,2024-05,North Carolina,1127
all,2024-05,North Dakota,68
all,2024-05,Ohio,1226
all,2024-05,Oklahoma,509
all,2024-05,Oregon,396
all,2024-05,Pennsylvania,1068
all,2024-05,Rhode Island,75
all,2024-05,South Carolina,656
all,2024-05,South Dakota,98
all,2024-05,Tennessee,953
all,2024-05,Texas,2937
all,2024-05,Utah,269
all,2024-05,Vermont,54
all,2024-05,Virginia,726
all,2024-05,Washington,697
all,2024-05,West Virginia,243
all,2024-05,Wisconsin,506
all,2024-05,Wyoming,71
all,2024-06,Alabama,683
all,2024-06,Alaska,91
all,2024-06,Arizona,808
all,2024-06,Arkansas,403
all,2024-06,California,3123
all,2024-06,Colorado,522
all,2024-06,Connecticut,281
all,2024-06,Delaware,114
all,2024-06,District of Columbia,74
all,2024-06,Florida,1980
all,2024-06,Georgia,1029
all,2024-06,Hawaii,124
all,2024-06,Idaho,144
all,2024-06,Illinois,1085
all,2024-06,Indiana,731
all,2024-06,Iowa,269
all,2024-06,Kansas,253
all,2024-06,Kentucky,535
all,2024-06,Louisiana,565
all,2024-06,Maine,139
all,2024-06,Maryland,527
all,2024-06,Massachusetts,465
all,2024-06,Michigan,894
all,2024-06,Minnesota,427
all,2024-06,Mississippi,433
all,2024-06,Missouri,657
all,2024-06,Montana,120
all,2024-06,Nebraska,166
all,2024-06,Nevada,355
all,2024-06,New Hampshire,103
all,2024-06,New Jersey,610
all,2024-06,New Mexico,279
all,2024-06,New York,1362
all,2024-06,North Carolina,1138
all,2024-06,North Dakota,73
all,2024-06,Ohio,1161
all,2024-06,Oklahoma,545
all,2024-06,Oregon,403
all,2024-06,Pennsylvania,1086
all,2024-06,Rhode Island,75
all,2024-06,South Carolina,618
all,2024-06,South Dakota,91
all,2024-06,Tennessee,903
all,2024-06,Texas,2901
all,2024-06,Utah,252
all,2024-06,Vermont,75
all,2024-06,Virginia,724
all,2024-06,Washington,685
all,2024-06,West Virginia,262
all,2024-06,Wisconsin,456
all,2024-06,Wyoming,62
all,2024-07,Alabama,654
all,2024-07,Alaska,110
all,2024-07,Arizona,879
all,2024-07,Arkansas,401
all,2024-07,California,3087
all,2024-07,Colorado,564
all,2024-07,Connecticut,253
all,2024-07,Delaware,85
all,2024-07,District of Columbia,79
all,2024-07,Florida,1741
all,2024-07,Georgia,1061
all,2024-07,Hawaii,108
all,2024-07,Idaho,176
all,2024-07,Illinois,1132
all,2024-07,Indiana,697
all,2024-07,Iowa,254
all,2024-07,Kansas,277
all,2024-07,Kentucky,562
all,2024-07,Louisiana,608
all,2024-07,Maine,143
all,2024-07,Maryland,559
all,2024-07,Massachusetts,476
all,2024-07,Michigan,894
all,2024-07,Minnesota,433
all,2024-07,Mississippi,396
all,2024-07,Missouri,681
all,2024-07,Montana,122
all,2024-07,Nebraska,183
all,2024-07,Nevada,419
all,2024-07,New Hampshire,101
all,2024-07,New Jersey,629
all,2024-07,New Mexico,292
all,2024-07,New York,1410
all,2024-07,North Carolina,1170
all,2024-07,North Dakota,86
all,2024-07,Ohio,1207
all,2024-07,Oklahoma,499
all,2024-07,Oregon,400
all,2024-07,Pennsylvania,1123
all,2024-07,Rhode Island,86
all,2024-07,South Carolina,595
all,2024-07,South Dakota,108
all,2024-07,Tennessee,895
all,2024-07,Texas,2876
all,2024-07,Utah,267
all,2024-07,Vermont,58
all,2024-07,Virginia,705
all,2024-07,Washington,719
all,2024-07,West Virginia,190
all,2024-07,Wisconsin,421
all,2024-07,Wyoming,53
all,2024-08,Alabama,631
all,2024-08,Alaska,88
all,2024-08,Arizona,790
all,2024-08,Arkansas,382
all,2024-08,California,2909
all,2024-08,Colorado,522
all,2024-08,Connecticut,251
all,2024-08,Delaware,101
all,2024-08,District of Columbia,68
all,2024-08,Florida,1781
all,2024-08,Georgia,1053
all,2024-08,Hawaii,116
all,2024-08,Idaho,163
all,2024-08,Illinois,1114
all,2024-08,Indiana,682
all,2024-08,Iowa,231
all,2024-08,Kansas,276
all,2024-08,Kentucky,536
all,2024-08,Louisiana,526
all,2024-08,Maine,127
all,2024-08,Maryland,516
all,2024-08,Massachusetts,424
all,2024-08,Michigan,840
all,2024-08,Minnesota,393
all,2024-08,Mississippi,417
all,2024-08,Missouri,584
all,2024-08,Montana,101
all,2024-08,Nebraska,144
all,2024-08,Nevada,362
all,2024-08,New Hampshire,91
all,2024-08,New Jersey,642
all,2024-08,New Mexico,316
all,2024-08,New York,1398
all,2024-08,North Carolina,1091
all,2024-08,North Dakota,68
all,2024-08,Ohio,1225
all,2024-08,Oklahoma,500
all,2024-08,Oregon,410
all,2024-08,Pennsylvania,1058
all,2024-08,Rhode Island,74
all,2024-08,South Carolina,618
all,2024-08,South Dakota,88
all,2024-08,Tennessee,944
all,2024-08,Texas,2889
all,2024-08,Utah,286
all,2024-08,Vermont,47
all,2024-08,Virginia,734
all,2024-08,Washington,649
all,2024-08,West Virginia,223
all,2024-08,Wisconsin,474
all,2024-08,Wyoming,59
all,2024-09,Alabama,598
all,2024-09,Alaska,87
all,2024-09,Arizona,728
all,2024-09,Arkansas,366
all,2024-09,California,2793
all,2024-09,Colorado,517
all,2024-09,Connecticut,240
all,2024-09,Delaware,83
all,2024-09,District of Columbia,67
all,2024-09,Florida,1818
all,2024-09,Georgia,891
all,2024-09,Hawaii,117
all,2024-09,Idaho,164
all,2024-09,Illinois,979
all,2024-09,Indiana,552
all,2024-09,Iowa,214
all,2024-09,Kansas,267
all,2024-09,Kentucky,432
all,2024-09,Louisiana,399
all,2024-09,Maine,130
all,2024-09,Maryland,483
all,2024-09,Massachusetts,409
all,2024-09,Michigan,878
all,2024-09,Minnesota,336
all,2024-09,Mississippi,417
all,2024-09,Missouri,412
all,2024-09,Montana,122
all,2024-09,Nebraska,144
all,2024-09,Nevada,290
all,2024-09,New Hampshire,102
all,2024-09,New Jersey,563
all,2024-09,New Mexico,210
all,2024-09,New York,1304
all,2024-09,North Carolina,1065
all,2024-09,North Dakota,55
all,2024-09,Ohio,995
all,2024-09,Oklahoma,474
all,2024-09,Oregon,367
all,2024-09,Pennsylvania,964
all,2024-09,Rhode Island,71
all,2024-09,South Carolina,598
all,2024-09,South Dakota,60
all,2024-09,Tennessee,848
all,2024-09,Texas,2535
all,2024-09,Utah,255
all,2024-09,Vermont,69
all,2024-09,Virginia,676
all,2024-09,Washington,611
all,2024-09,West Virginia,200
all,2024-09,Wisconsin,458
all,2024-09,Wyoming,67
all,2024-10,Alabama,365
all,2024-10,Alaska,31
all,2024-10,Arizona,609
all,2024-10,Arkansas,250
all,2024-10,California,2120
all,2024-10,Colorado,417
all,2024-10,Connecticut,209
all,2024-10,Delaware,67
all,2024-10,District of Columbia,44
all,2024-10,Florida,1370
all,2024-10,Georgia,586
all,2024-10,Hawaii,71
all,2024-10,Idaho,108
all,2024-10,Illinois,838
all,2024-10,Indiana,322
all,2024-10,Iowa,130
all,2024-10,Kansas,201
all,2024-10,Kentucky,299
all,2024-10,Louisiana,198
all,2024-10,Maine,101
all,2024-10,Maryland,415
all,2024-10,Massachusetts,346
all,2024-10,Michigan,744
all,2024-10,Minnesota,229
all,2024-10,Mississippi,313
all,2024-10,Missouri,304
all,2024-10,Montana,67
all,2024-10,Nebraska,90
all,2024-10,Nevada,224
all,2024-10,New Hampshire,69
all,2024-10,New Jersey,536
all,2024-10,New Mexico,143
all,2024-10,New York,1127
all,2024-10,North Carolina,897
all,2024-10,North Dakota,36
all,2024-10,Ohio,777
all,2024-10,Oklahoma,331
all,2024-10,Oregon,259
all,2024-10,Pennsylvania,722
all,2024-10,Rhode Island,56
all,2024-10,South Carolina,490
all,2024-10,South Dakota,34
all,2024-10,Tennessee,690
all,2024-10,Texas,1719
all,2024-10,Utah,221
all,2024-10,Vermont,44
all,2024-10,Virginia,471
all,2024-10,Washington,416
all,2024-10,West Virginia,179
all,2024-10,Wisconsin,351
all,2024-10,Wyoming,35
all,2024-11,Arizona,23
all,2024-11,Arkansas,10
all,2024-11,California,60
all,2024-11,Florida,45
all,2024-11,Illinois,30
all,2024-11,Maryland,10
all,2024-11,Michigan,19
all,2024-11,Minnesota,13
all,2024-11,Mississippi,11
all,2024-11,New Jersey,17
all,2024-11,New York,57
all,2024-11,North Carolina,25
all,2024-11,Ohio,27
all,2024-11,Pennsylvania,30
all,2024-11,South Carolina,18
all,2024-11,Tennessee,31
all,2024-11,Texas,27
all,2024-11,Utah,11
all,2024-11,Virginia,18
all,2024-11,West Virginia,11
all,2024-11,Wisconsin,15
