group,date,age,dead
bottom14,2007-02,55,865
bottom14,2007-02,60,1171
bottom14,2007-02,65,1317
bottom14,2007-02,70,1435
bottom14,2007-02,75,1563
bottom14,2007-02,80,1475
bottom14,2007-02,85,1082
bottom14,2007-02,90,496
bottom14,2007-02,95,148
bottom14,2007-03,15,12
bottom14,2007-03,20,22
bottom14,2007-03,25,32
bottom14,2007-03,30,30
bottom14,2007-03,35,74
bottom14,2007-03,40,182
bottom14,2007-03,45,400
bottom14,2007-03,50,645
bottom14,2007-03,55,909
bottom14,2007-03,60,1199
bottom14,2007-03,65,1378
bottom14,2007-03,70,1535
bottom14,2007-03,75,1680
bottom14,2007-03,80,1576
bottom14,2007-03,85,1120
bottom14,2007-03,90,522
bottom14,2007-03,95,162
bottom14,2007-03,100,21
bottom14,2007-04,1,10
bottom14,2007-04,25,30
bottom14,2007-04,30,40
bottom14,2007-04,35,74
bottom14,2007-04,40,182
bottom14,2007-04,45,373
bottom14,2007-04,50,626
bottom14,2007-04,55,885
bottom14,2007-04,60,1166
bottom14,2007-04,65,1363
bottom14,2007-04,70,1405
bottom14,2007-04,75,1672
bottom14,2007-04,80,1584
bottom14,2007-04,85,1078
bottom14,2007-04,90,470
bottom14,2007-04,95,112
bottom14,2007-04,100,18
bottom14,2007-05,1,10
bottom14,2007-05,5,10
bottom14,2007-05,15,11
bottom14,2007-05,20,14
bottom14,2007-05,25,26
bottom14,2007-05,30,52
bottom14,2007-05,35,91
bottom14,2007-05,40,197
bottom14,2007-05,45,397
bottom14,2007-05,50,645
bottom14,2007-05,55,967
bottom14,2007-05,60,1102
bottom14,2007-05,65,1375
bottom14,2007-05,70,1445
bottom14,2007-05,75,1628
bottom14,2007-05,80,1573
bottom14,2007-05,85,1085
bottom14,2007-05,90,481
bottom14,2007-05,95,147
bottom14,2007-05,100,17
bottom14,2007-06,15,14
bottom14,2007-06,20,27
bottom14,2007-06,25,26
bottom14,2007-06,30,34
bottom14,2007-06,35,75
bottom14,2007-06,40,181
bottom14,2007-06,45,362
bottom14,2007-06,50,652
bottom14,2007-06,55,874
bottom14,2007-06,60,1155
bottom14,2007-06,65,1428
bottom14,2007-06,70,1499
bottom14,2007-06,75,1553
bottom14,2007-06,80,1509
bottom14,2007-06,85,1013
bottom14,2007-06,90,453
bottom14,2007-06,95,133
bottom14,2007-06,100,12
bottom14,2007-07,15,12
bottom14,2007-07,20,14
bottom14,2007-07,25,28
bottom14,2007-07,30,51
bottom14,2007-07,35,85
bottom14,2007-07,40,174
bottom14,2007-07,45,371
bottom14,2007-07,50,668
bottom14,2007-07,55,908
bottom14,2007-07,60,1141
bottom14,2007-07,65,1351
bottom14,2007-07,70,1522
bottom14,2007-07,75,1746
bottom14,2007-07,80,1562
bottom14,2007-07,85,1058
bottom14,2007-07,90,467
bottom14,2007-07,95,116
bottom14,2007-07,100,20
bottom14,2007-08,1,10
bottom14,2007-08,20,13
bottom14,2007-08,25,15
bottom14,2007-08,30,39
bottom14,2007-08,35,87
bottom14,2007-08,40,170
bottom14,2007-08,45,397
bottom14,2007-08,50,641
bottom14,2007-08,55,936
bottom14,2007-08,60,1128
bottom14,2007-08,65,1413
bottom14,2007-08,70,1525
bottom14,2007-08,75,1643
bottom14,2007-08,80,1577
bottom14,2007-08,85,1040
bottom14,2007-08,90,488
bottom14,2007-08,95,121
bottom14,2007-08,100,14
bottom14,2007-09,10,12
bottom14,2007-09,20,19
bottom14,2007-09,25,28
bottom14,2007-09,30,39
bottom14,2007-09,35,71
bottom14,2007-09,40,205
bottom14,2007-09,45,360
bottom14,2007-09,50,623
bottom14,2007-09,55,940
bottom14,2007-09,60,1154
bottom14,2007-09,65,1338
bottom14,2007-09,70,1463
bottom14,2007-09,75,1545
bottom14,2007-09,80,1546
bottom14,2007-09,85,1077
bottom14,2007-09,90,472
bottom14,2007-09,95,138
bottom14,2007-09,100,20
bottom14,2007-10,1,11
bottom14,2007-10,20,13
bottom14,2007-10,25,26
bottom14,2007-10,30,34
bottom14,2007-10,35,79
bottom14,2007-10,40,187
bottom14,2007-10,45,401
bottom14,2007-10,50,688
bottom14,2007-10,55,910
bottom14,2007-10,60,1210
bottom14,2007-10,65,1420
bottom14,2007-10,70,1512
bottom14,2007-10,75,1708
bottom14,2007-10,80,1634
bottom14,2007-10,85,1080
bottom14,2007-10,90,501
bottom14,2007-10,95,135
bottom14,2007-10,100,21
bottom14,2007-11,1,12
bottom14,2007-11,15,15
bottom14,2007-11,20,17
bottom14,2007-11,25,23
bottom14,2007-11,30,34
bottom14,2007-11,35,80
bottom14,2007-11,40,176
bottom14,2007-11,45,368
bottom14,2007-11,50,602
bottom14,2007-11,55,923
bottom14,2007-11,60,1183
bottom14,2007-11,65,1419
bottom14,2007-11,70,1543
bottom14,2007-11,75,1617
bottom14,2007-11,80,1559
bottom14,2007-11,85,1060
bottom14,2007-11,90,470
bottom14,2007-11,95,132
bottom14,2007-11,100,22
bottom14,2007-12,5,11
bottom14,2007-12,10,12
bottom14,2007-12,15,11
bottom14,2007-12,20,25
bottom14,2007-12,25,29
bottom14,2007-12,30,44
bottom14,2007-12,35,88
bottom14,2007-12,40,184
bottom14,2007-12,45,386
bottom14,2007-12,50,653
bottom14,2007-12,55,948
bottom14,2007-12,60,1261
bottom14,2007-12,65,1466
bottom14,2007-12,70,1584
bottom14,2007-12,75,1694
bottom14,2007-12,80,1630
bottom14,2007-12,85,1119
bottom14,2007-12,90,494
bottom14,2007-12,95,155
bottom14,2007-12,100,14
bottom14,2008-01,5,10
bottom14,2008-01,10,13
bottom14,2008-01,15,10
bottom14,2008-01,20,14
bottom14,2008-01,25,31
bottom14,2008-01,30,38
bottom14,2008-01,35,77
bottom14,2008-01,40,178
bottom14,2008-01,45,397
bottom14,2008-01,50,679
bottom14,2008-01,55,995
bottom14,2008-01,60,1198
bottom14,2008-01,65,1439
bottom14,2008-01,70,1579
bottom14,2008-01,75,1682
bottom14,2008-01,80,1640
bottom14,2008-01,85,1083
bottom14,2008-01,90,487
bottom14,2008-01,95,139
bottom14,2008-01,100,24
bottom14,2008-02,20,22
bottom14,2008-02,25,36
bottom14,2008-02,30,41
bottom14,2008-02,35,77
bottom14,2008-02,40,156
bottom14,2008-02,45,408
bottom14,2008-02,50,632
bottom14,2008-02,55,890
bottom14,2008-02,60,1175
bottom14,2008-02,65,1314
bottom14,2008-02,70,1499
bottom14,2008-02,75,1631
bottom14,2008-02,80,1570
bottom14,2008-02,85,1104
bottom14,2008-02,90,521
bottom14,2008-02,95,148
bottom14,2008-02,100,25
bottom14,2008-03,15,11
bottom14,2008-03,20,23
bottom14,2008-03,25,32
bottom14,2008-03,30,27
bottom14,2008-03,35,77
bottom14,2008-03,40,174
bottom14,2008-03,45,371
bottom14,2008-03,50,649
bottom14,2008-03,55,971
bottom14,2008-03,60,1258
bottom14,2008-03,65,1427
bottom14,2008-03,70,1558
bottom14,2008-03,75,1653
bottom14,2008-03,80,1629
bottom14,2008-03,85,1173
bottom14,2008-03,90,549
bottom14,2008-03,95,153
bottom14,2008-03,100,16
bottom14,2008-04,5,13
bottom14,2008-04,10,12
bottom14,2008-04,20,12
bottom14,2008-04,25,17
bottom14,2008-04,30,33
bottom14,2008-04,35,71
bottom14,2008-04,40,173
bottom14,2008-04,45,342
bottom14,2008-04,50,616
bottom14,2008-04,55,892
bottom14,2008-04,60,1216
bottom14,2008-04,65,1361
bottom14,2008-04,70,1467
bottom14,2008-04,75,1590
bottom14,2008-04,80,1515
bottom14,2008-04,85,1064
bottom14,2008-04,90,481
bottom14,2008-04,95,131
bottom14,2008-04,100,21
bottom14,2008-05,15,22
bottom14,2008-05,20,17
bottom14,2008-05,25,30
bottom14,2008-05,30,34
bottom14,2008-05,35,91
bottom14,2008-05,40,180
bottom14,2008-05,45,359
bottom14,2008-05,50,647
bottom14,2008-05,55,921
bottom14,2008-05,60,1158
bottom14,2008-05,65,1409
bottom14,2008-05,70,1386
bottom14,2008-05,75,1666
bottom14,2008-05,80,1541
bottom14,2008-05,85,1088
bottom14,2008-05,90,506
bottom14,2008-05,95,126
bottom14,2008-05,100,22
bottom14,2008-06,20,17
bottom14,2008-06,25,27
bottom14,2008-06,30,36
bottom14,2008-06,35,77
bottom14,2008-06,40,165
bottom14,2008-06,45,347
bottom14,2008-06,50,612
bottom14,2008-06,55,919
bottom14,2008-06,60,1128
bottom14,2008-06,65,1336
bottom14,2008-06,70,1488
bottom14,2008-06,75,1554
bottom14,2008-06,80,1544
bottom14,2008-06,85,1045
bottom14,2008-06,90,502
bottom14,2008-06,95,124
bottom14,2008-06,100,18
bottom14,2008-07,10,10
bottom14,2008-07,15,14
bottom14,2008-07,20,19
bottom14,2008-07,25,28
bottom14,2008-07,30,44
bottom14,2008-07,35,83
bottom14,2008-07,40,167
bottom14,2008-07,45,379
bottom14,2008-07,50,644
bottom14,2008-07,55,907
bottom14,2008-07,60,1211
bottom14,2008-07,65,1478
bottom14,2008-07,70,1517
bottom14,2008-07,75,1575
bottom14,2008-07,80,1546
bottom14,2008-07,85,1058
bottom14,2008-07,90,483
bottom14,2008-07,95,132
bottom14,2008-07,100,15
bottom14,2008-08,20,20
bottom14,2008-08,25,28
bottom14,2008-08,30,55
bottom14,2008-08,35,84
bottom14,2008-08,40,165
bottom14,2008-08,45,370
bottom14,2008-08,50,677
bottom14,2008-08,55,944
bottom14,2008-08,60,1175
bottom14,2008-08,65,1397
bottom14,2008-08,70,1461
bottom14,2008-08,75,1674
bottom14,2008-08,80,1524
bottom14,2008-08,85,1092
bottom14,2008-08,90,446
bottom14,2008-08,95,123
bottom14,2008-08,100,24
bottom14,2008-09,15,13
bottom14,2008-09,20,14
bottom14,2008-09,25,32
bottom14,2008-09,30,36
bottom14,2008-09,35,72
bottom14,2008-09,40,176
bottom14,2008-09,45,366
bottom14,2008-09,50,656
bottom14,2008-09,55,878
bottom14,2008-09,60,1202
bottom14,2008-09,65,1374
bottom14,2008-09,70,1487
bottom14,2008-09,75,1537
bottom14,2008-09,80,1546
bottom14,2008-09,85,1026
bottom14,2008-09,90,505
bottom14,2008-09,95,130
bottom14,2008-09,100,18
bottom14,2008-10,1,10
bottom14,2008-10,15,16
bottom14,2008-10,20,14
bottom14,2008-10,25,21
bottom14,2008-10,30,39
bottom14,2008-10,35,88
bottom14,2008-10,40,191
bottom14,2008-10,45,372
bottom14,2008-10,50,627
bottom14,2008-10,55,974
bottom14,2008-10,60,1152
bottom14,2008-10,65,1455
bottom14,2008-10,70,1498
bottom14,2008-10,75,1617
bottom14,2008-10,80,1571
bottom14,2008-10,85,1087
bottom14,2008-10,90,540
bottom14,2008-10,95,131
bottom14,2008-10,100,17
bottom14,2008-11,20,14
bottom14,2008-11,25,23
bottom14,2008-11,30,32
bottom14,2008-11,35,83
bottom14,2008-11,40,156
bottom14,2008-11,45,370
bottom14,2008-11,50,661
bottom14,2008-11,55,912
bottom14,2008-11,60,1219
bottom14,2008-11,65,1491
bottom14,2008-11,70,1521
bottom14,2008-11,75,1585
bottom14,2008-11,80,1615
bottom14,2008-11,85,1104
bottom14,2008-11,90,529
bottom14,2008-11,95,127
bottom14,2008-11,100,17
bottom14,2008-12,5,12
bottom14,2008-12,15,12
bottom14,2008-12,20,17
bottom14,2008-12,25,19
bottom14,2008-12,30,35
bottom14,2008-12,35,81
bottom14,2008-12,40,155
bottom14,2008-12,45,402
bottom14,2008-12,50,656
bottom14,2008-12,55,943
bottom14,2008-12,60,1280
bottom14,2008-12,65,1560
bottom14,2008-12,70,1638
bottom14,2008-12,75,1691
bottom14,2008-12,80,1562
bottom14,2008-12,85,1091
bottom14,2008-12,90,486
bottom14,2008-12,95,147
bottom14,2008-12,100,24
bottom14,2009-01,20,24
bottom14,2009-01,25,21
bottom14,2009-01,30,55
bottom14,2009-01,35,91
bottom14,2009-01,40,160
bottom14,2009-01,45,394
bottom14,2009-01,50,695
bottom14,2009-01,55,1002
bottom14,2009-01,60,1317
bottom14,2009-01,65,1477
bottom14,2009-01,70,1599
bottom14,2009-01,75,1659
bottom14,2009-01,80,1607
bottom14,2009-01,85,1113
bottom14,2009-01,90,526
bottom14,2009-01,95,145
bottom14,2009-01,100,18
bottom14,2009-02,15,10
bottom14,2009-02,20,11
bottom14,2009-02,25,27
bottom14,2009-02,30,43
bottom14,2009-02,35,85
bottom14,2009-02,40,160
bottom14,2009-02,45,351
bottom14,2009-02,50,612
bottom14,2009-02,55,904
bottom14,2009-02,60,1113
bottom14,2009-02,65,1291
bottom14,2009-02,70,1391
bottom14,2009-02,75,1455
bottom14,2009-02,80,1516
bottom14,2009-02,85,1036
bottom14,2009-02,90,451
bottom14,2009-02,95,115
bottom14,2009-02,100,16
bottom14,2009-03,15,13
bottom14,2009-03,20,18
bottom14,2009-03,25,26
bottom14,2009-03,30,44
bottom14,2009-03,35,84
bottom14,2009-03,40,160
bottom14,2009-03,45,396
bottom14,2009-03,50,680
bottom14,2009-03,55,950
bottom14,2009-03,60,1297
bottom14,2009-03,65,1438
bottom14,2009-03,70,1574
bottom14,2009-03,75,1628
bottom14,2009-03,80,1595
bottom14,2009-03,85,1131
bottom14,2009-03,90,525
bottom14,2009-03,95,130
bottom14,2009-03,100,16
bottom14,2009-04,15,12
bottom14,2009-04,20,20
bottom14,2009-04,25,20
bottom14,2009-04,30,46
bottom14,2009-04,35,85
bottom14,2009-04,40,172
bottom14,2009-04,45,353
bottom14,2009-04,50,654
bottom14,2009-04,55,911
bottom14,2009-04,60,1178
bottom14,2009-04,65,1428
bottom14,2009-04,70,1480
bottom14,2009-04,75,1574
bottom14,2009-04,80,1515
bottom14,2009-04,85,1097
bottom14,2009-04,90,457
bottom14,2009-04,95,130
bottom14,2009-04,100,13
bottom14,2009-05,5,10
bottom14,2009-05,20,20
bottom14,2009-05,25,22
bottom14,2009-05,30,41
bottom14,2009-05,35,83
bottom14,2009-05,40,165
bottom14,2009-05,45,363
bottom14,2009-05,50,642
bottom14,2009-05,55,957
bottom14,2009-05,60,1239
bottom14,2009-05,65,1400
bottom14,2009-05,70,1564
bottom14,2009-05,75,1594
bottom14,2009-05,80,1490
bottom14,2009-05,85,1095
bottom14,2009-05,90,485
bottom14,2009-05,95,128
bottom14,2009-05,100,19
bottom14,2009-06,5,10
bottom14,2009-06,20,16
bottom14,2009-06,25,26
bottom14,2009-06,30,34
bottom14,2009-06,35,79
bottom14,2009-06,40,172
bottom14,2009-06,45,369
bottom14,2009-06,50,663
bottom14,2009-06,55,953
bottom14,2009-06,60,1219
bottom14,2009-06,65,1429
bottom14,2009-06,70,1386
bottom14,2009-06,75,1548
bottom14,2009-06,80,1490
bottom14,2009-06,85,1057
bottom14,2009-06,90,463
bottom14,2009-06,95,98
bottom14,2009-06,100,17
bottom14,2009-07,5,10
bottom14,2009-07,10,10
bottom14,2009-07,15,12
bottom14,2009-07,20,17
bottom14,2009-07,25,26
bottom14,2009-07,30,44
bottom14,2009-07,35,107
bottom14,2009-07,40,174
bottom14,2009-07,45,378
bottom14,2009-07,50,690
bottom14,2009-07,55,918
bottom14,2009-07,60,1274
bottom14,2009-07,65,1439
bottom14,2009-07,70,1454
bottom14,2009-07,75,1591
bottom14,2009-07,80,1506
bottom14,2009-07,85,1150
bottom14,2009-07,90,530
bottom14,2009-07,95,119
bottom14,2009-07,100,13
bottom14,2009-08,10,13
bottom14,2009-08,15,12
bottom14,2009-08,20,17
bottom14,2009-08,25,27
bottom14,2009-08,30,43
bottom14,2009-08,35,68
bottom14,2009-08,40,149
bottom14,2009-08,45,416
bottom14,2009-08,50,719
bottom14,2009-08,55,1010
bottom14,2009-08,60,1216
bottom14,2009-08,65,1420
bottom14,2009-08,70,1625
bottom14,2009-08,75,1598
bottom14,2009-08,80,1507
bottom14,2009-08,85,1099
bottom14,2009-08,90,500
bottom14,2009-08,95,130
bottom14,2009-08,100,16
bottom14,2009-09,5,12
bottom14,2009-09,15,10
bottom14,2009-09,20,16
bottom14,2009-09,25,26
bottom14,2009-09,30,38
bottom14,2009-09,35,83
bottom14,2009-09,40,143
bottom14,2009-09,45,375
bottom14,2009-09,50,636
bottom14,2009-09,55,945
bottom14,2009-09,60,1275
bottom14,2009-09,65,1393
bottom14,2009-09,70,1448
bottom14,2009-09,75,1522
bottom14,2009-09,80,1551
bottom14,2009-09,85,1105
bottom14,2009-09,90,455
bottom14,2009-09,95,120
bottom14,2009-09,100,18
bottom14,2009-10,10,12
bottom14,2009-10,15,11
bottom14,2009-10,20,15
bottom14,2009-10,25,30
bottom14,2009-10,30,40
bottom14,2009-10,35,89
bottom14,2009-10,40,171
bottom14,2009-10,45,412
bottom14,2009-10,50,719
bottom14,2009-10,55,961
bottom14,2009-10,60,1338
bottom14,2009-10,65,1491
bottom14,2009-10,70,1572
bottom14,2009-10,75,1582
bottom14,2009-10,80,1574
bottom14,2009-10,85,1094
bottom14,2009-10,90,518
bottom14,2009-10,95,142
bottom14,2009-10,100,23
bottom14,2009-11,5,13
bottom14,2009-11,20,25
bottom14,2009-11,25,29
bottom14,2009-11,30,49
bottom14,2009-11,35,55
bottom14,2009-11,40,175
bottom14,2009-11,45,358
bottom14,2009-11,50,667
bottom14,2009-11,55,979
bottom14,2009-11,60,1272
bottom14,2009-11,65,1371
bottom14,2009-11,70,1470
bottom14,2009-11,75,1616
bottom14,2009-11,80,1473
bottom14,2009-11,85,1127
bottom14,2009-11,90,479
bottom14,2009-11,95,138
bottom14,2009-11,100,23
bottom14,2009-12,20,21
bottom14,2009-12,25,32
bottom14,2009-12,30,50
bottom14,2009-12,35,82
bottom14,2009-12,40,186
bottom14,2009-12,45,421
bottom14,2009-12,50,719
bottom14,2009-12,55,1021
bottom14,2009-12,60,1269
bottom14,2009-12,65,1525
bottom14,2009-12,70,1638
bottom14,2009-12,75,1559
bottom14,2009-12,80,1592
bottom14,2009-12,85,1146
bottom14,2009-12,90,488
bottom14,2009-12,95,127
bottom14,2009-12,100,18
bottom14,2010-01,10,10
bottom14,2010-01,20,11
bottom14,2010-01,25,25
bottom14,2010-01,30,50
bottom14,2010-01,35,82
bottom14,2010-01,40,154
bottom14,2010-01,45,370
bottom14,2010-01,50,688
bottom14,2010-01,55,1010
bottom14,2010-01,60,1317
bottom14,2010-01,65,1507
bottom14,2010-01,70,1608
bottom14,2010-01,75,1564
bottom14,2010-01,80,1633
bottom14,2010-01,85,1177
bottom14,2010-01,90,513
bottom14,2010-01,95,136
bottom14,2010-01,100,13
bottom14,2010-02,20,17
bottom14,2010-02,25,25
bottom14,2010-02,30,42
bottom14,2010-02,35,74
bottom14,2010-02,40,134
bottom14,2010-02,45,333
bottom14,2010-02,50,619
bottom14,2010-02,55,929
bottom14,2010-02,60,1215
bottom14,2010-02,65,1369
bottom14,2010-02,70,1417
bottom14,2010-02,75,1509
bottom14,2010-02,80,1449
bottom14,2010-02,85,1075
bottom14,2010-02,90,473
bottom14,2010-02,95,124
bottom14,2010-02,100,17
bottom14,2010-03,5,13
bottom14,2010-03,10,12
bottom14,2010-03,15,11
bottom14,2010-03,20,14
bottom14,2010-03,25,24
bottom14,2010-03,30,50
bottom14,2010-03,35,70
bottom14,2010-03,40,145
bottom14,2010-03,45,370
bottom14,2010-03,50,711
bottom14,2010-03,55,909
bottom14,2010-03,60,1306
bottom14,2010-03,65,1445
bottom14,2010-03,70,1522
bottom14,2010-03,75,1598
bottom14,2010-03,80,1590
bottom14,2010-03,85,1137
bottom14,2010-03,90,543
bottom14,2010-03,95,151
bottom14,2010-03,100,18
bottom14,2010-04,5,12
bottom14,2010-04,10,12
bottom14,2010-04,15,13
bottom14,2010-04,20,19
bottom14,2010-04,25,25
bottom14,2010-04,30,43
bottom14,2010-04,35,79
bottom14,2010-04,40,155
bottom14,2010-04,45,354
bottom14,2010-04,50,636
bottom14,2010-04,55,913
bottom14,2010-04,60,1277
bottom14,2010-04,65,1424
bottom14,2010-04,70,1439
bottom14,2010-04,75,1482
bottom14,2010-04,80,1514
bottom14,2010-04,85,1083
bottom14,2010-04,90,505
bottom14,2010-04,95,135
bottom14,2010-04,100,20
bottom14,2010-05,15,11
bottom14,2010-05,20,15
bottom14,2010-05,25,24
bottom14,2010-05,30,50
bottom14,2010-05,35,82
bottom14,2010-05,40,150
bottom14,2010-05,45,354
bottom14,2010-05,50,704
bottom14,2010-05,55,975
bottom14,2010-05,60,1334
bottom14,2010-05,65,1443
bottom14,2010-05,70,1621
bottom14,2010-05,75,1613
bottom14,2010-05,80,1500
bottom14,2010-05,85,1168
bottom14,2010-05,90,476
bottom14,2010-05,95,129
bottom14,2010-05,100,17
bottom14,2010-06,15,11
bottom14,2010-06,20,25
bottom14,2010-06,25,24
bottom14,2010-06,30,46
bottom14,2010-06,35,78
bottom14,2010-06,40,147
bottom14,2010-06,45,355
bottom14,2010-06,50,694
bottom14,2010-06,55,948
bottom14,2010-06,60,1231
bottom14,2010-06,65,1490
bottom14,2010-06,70,1469
bottom14,2010-06,75,1481
bottom14,2010-06,80,1498
bottom14,2010-06,85,1083
bottom14,2010-06,90,505
bottom14,2010-06,95,137
bottom14,2010-06,100,15
bottom14,2010-07,10,12
bottom14,2010-07,15,15
bottom14,2010-07,20,20
bottom14,2010-07,25,25
bottom14,2010-07,30,41
bottom14,2010-07,35,78
bottom14,2010-07,40,162
bottom14,2010-07,45,380
bottom14,2010-07,50,681
bottom14,2010-07,55,927
bottom14,2010-07,60,1267
bottom14,2010-07,65,1551
bottom14,2010-07,70,1542
bottom14,2010-07,75,1565
bottom14,2010-07,80,1518
bottom14,2010-07,85,1200
bottom14,2010-07,90,505
bottom14,2010-07,95,142
bottom14,2010-07,100,19
bottom14,2010-08,5,16
bottom14,2010-08,10,10
bottom14,2010-08,20,20
bottom14,2010-08,25,21
bottom14,2010-08,30,49
bottom14,2010-08,35,79
bottom14,2010-08,40,158
bottom14,2010-08,45,366
bottom14,2010-08,50,694
bottom14,2010-08,55,974
bottom14,2010-08,60,1344
bottom14,2010-08,65,1465
bottom14,2010-08,70,1579
bottom14,2010-08,75,1595
bottom14,2010-08,80,1494
bottom14,2010-08,85,1124
bottom14,2010-08,90,502
bottom14,2010-08,95,156
bottom14,2010-08,100,19
bottom14,2010-09,15,12
bottom14,2010-09,20,18
bottom14,2010-09,25,27
bottom14,2010-09,30,39
bottom14,2010-09,35,68
bottom14,2010-09,40,175
bottom14,2010-09,45,340
bottom14,2010-09,50,692
bottom14,2010-09,55,918
bottom14,2010-09,60,1229
bottom14,2010-09,65,1366
bottom14,2010-09,70,1515
bottom14,2010-09,75,1498
bottom14,2010-09,80,1432
bottom14,2010-09,85,1113
bottom14,2010-09,90,465
bottom14,2010-09,95,115
bottom14,2010-09,100,22
bottom14,2010-10,15,10
bottom14,2010-10,20,17
bottom14,2010-10,25,30
bottom14,2010-10,30,45
bottom14,2010-10,35,73
bottom14,2010-10,40,155
bottom14,2010-10,45,372
bottom14,2010-10,50,756
bottom14,2010-10,55,999
bottom14,2010-10,60,1312
bottom14,2010-10,65,1466
bottom14,2010-10,70,1587
bottom14,2010-10,75,1580
bottom14,2010-10,80,1585
bottom14,2010-10,85,1156
bottom14,2010-10,90,536
bottom14,2010-10,95,133
bottom14,2010-10,100,21
bottom14,2010-11,1,11
bottom14,2010-11,20,13
bottom14,2010-11,25,29
bottom14,2010-11,30,48
bottom14,2010-11,35,72
bottom14,2010-11,40,157
bottom14,2010-11,45,356
bottom14,2010-11,50,650
bottom14,2010-11,55,944
bottom14,2010-11,60,1251
bottom14,2010-11,65,1466
bottom14,2010-11,70,1528
bottom14,2010-11,75,1557
bottom14,2010-11,80,1506
bottom14,2010-11,85,1112
bottom14,2010-11,90,531
bottom14,2010-11,95,144
bottom14,2010-11,100,18
bottom14,2010-12,15,16
bottom14,2010-12,20,16
bottom14,2010-12,25,26
bottom14,2010-12,30,45
bottom14,2010-12,35,84
bottom14,2010-12,40,166
bottom14,2010-12,45,337
bottom14,2010-12,50,714
bottom14,2010-12,55,1024
bottom14,2010-12,60,1362
bottom14,2010-12,65,1531
bottom14,2010-12,70,1609
bottom14,2010-12,75,1643
bottom14,2010-12,80,1609
bottom14,2010-12,85,1191
bottom14,2010-12,90,478
bottom14,2010-12,95,156
bottom14,2010-12,100,22
bottom14,2011-01,20,23
bottom14,2011-01,25,26
bottom14,2011-01,30,56
bottom14,2011-01,35,86
bottom14,2011-01,40,147
bottom14,2011-01,45,406
bottom14,2011-01,50,688
bottom14,2011-01,55,1081
bottom14,2011-01,60,1390
bottom14,2011-01,65,1461
bottom14,2011-01,70,1582
bottom14,2011-01,75,1673
bottom14,2011-01,80,1586
bottom14,2011-01,85,1174
bottom14,2011-01,90,540
bottom14,2011-01,95,163
bottom14,2011-01,100,25
bottom14,2011-02,10,10
bottom14,2011-02,20,16
bottom14,2011-02,25,29
bottom14,2011-02,30,47
bottom14,2011-02,35,85
bottom14,2011-02,40,143
bottom14,2011-02,45,299
bottom14,2011-02,50,654
bottom14,2011-02,55,943
bottom14,2011-02,60,1266
bottom14,2011-02,65,1427
bottom14,2011-02,70,1486
bottom14,2011-02,75,1509
bottom14,2011-02,80,1372
bottom14,2011-02,85,985
bottom14,2011-02,90,524
bottom14,2011-02,95,144
bottom14,2011-02,100,24
bottom14,2011-03,10,10
bottom14,2011-03,15,12
bottom14,2011-03,20,19
bottom14,2011-03,25,29
bottom14,2011-03,30,43
bottom14,2011-03,35,69
bottom14,2011-03,40,172
bottom14,2011-03,45,368
bottom14,2011-03,50,689
bottom14,2011-03,55,1009
bottom14,2011-03,60,1304
bottom14,2011-03,65,1482
bottom14,2011-03,70,1674
bottom14,2011-03,75,1634
bottom14,2011-03,80,1548
bottom14,2011-03,85,1198
bottom14,2011-03,90,527
bottom14,2011-03,95,135
bottom14,2011-03,100,19
bottom14,2011-04,5,11
bottom14,2011-04,15,11
bottom14,2011-04,20,24
bottom14,2011-04,25,32
bottom14,2011-04,30,32
bottom14,2011-04,35,72
bottom14,2011-04,40,143
bottom14,2011-04,45,329
bottom14,2011-04,50,644
bottom14,2011-04,55,924
bottom14,2011-04,60,1312
bottom14,2011-04,65,1375
bottom14,2011-04,70,1507
bottom14,2011-04,75,1501
bottom14,2011-04,80,1414
bottom14,2011-04,85,1060
bottom14,2011-04,90,474
bottom14,2011-04,95,131
bottom14,2011-04,100,15
bottom14,2011-05,15,17
bottom14,2011-05,20,10
bottom14,2011-05,25,31
bottom14,2011-05,30,38
bottom14,2011-05,35,81
bottom14,2011-05,40,167
bottom14,2011-05,45,371
bottom14,2011-05,50,674
bottom14,2011-05,55,972
bottom14,2011-05,60,1373
bottom14,2011-05,65,1439
bottom14,2011-05,70,1552
bottom14,2011-05,75,1586
bottom14,2011-05,80,1491
bottom14,2011-05,85,1118
bottom14,2011-05,90,541
bottom14,2011-05,95,144
bottom14,2011-05,100,10
bottom14,2011-06,20,11
bottom14,2011-06,25,26
bottom14,2011-06,30,40
bottom14,2011-06,35,76
bottom14,2011-06,40,130
bottom14,2011-06,45,340
bottom14,2011-06,50,621
bottom14,2011-06,55,959
bottom14,2011-06,60,1330
bottom14,2011-06,65,1295
bottom14,2011-06,70,1476
bottom14,2011-06,75,1476
bottom14,2011-06,80,1483
bottom14,2011-06,85,1053
bottom14,2011-06,90,505
bottom14,2011-06,95,124
bottom14,2011-06,100,17
bottom14,2011-07,20,17
bottom14,2011-07,25,17
bottom14,2011-07,30,43
bottom14,2011-07,35,71
bottom14,2011-07,40,157
bottom14,2011-07,45,345
bottom14,2011-07,50,729
bottom14,2011-07,55,990
bottom14,2011-07,60,1327
bottom14,2011-07,65,1411
bottom14,2011-07,70,1484
bottom14,2011-07,75,1610
bottom14,2011-07,80,1482
bottom14,2011-07,85,1118
bottom14,2011-07,90,530
bottom14,2011-07,95,148
