state,age,year,dead,pop
Michigan,25-34,2021,2453,1316738
Michigan,25-34,2022,2147,1318494
Michigan,25-34,2023,1951,1318956
Michigan,25-34,2024,1609,1318956
Michigan,25-34,2025,293,1318956
Michigan,35-44,2018,2666,1163189
Michigan,35-44,2019,2508,1166172
Michigan,35-44,2020,3129,1171196
Michigan,35-44,2021,3761,1208434
Michigan,35-44,2022,3312,1210540
Michigan,35-44,2023,3088,1224407
Michigan,35-44,2024,2777,1224407
Michigan,35-44,2025,579,1224407
Michigan,45-54,2018,5644,1290060
Michigan,45-54,2019,5129,1254679
Michigan,45-54,2020,6288,1224340
Michigan,45-54,2021,6846,1225646
Michigan,45-54,2022,5862,1202633
Michigan,45-54,2023,5025,1193335
Michigan,45-54,2024,4833,1193335
Michigan,45-54,2025,1117,1193335
Michigan,55-64,2018,12989,1402804
Michigan,55-64,2019,13025,1399535
Michigan,55-64,2020,15061,1386098
Michigan,55-64,2021,16090,1394087
Michigan,55-64,2022,13946,1358196
Michigan,55-64,2023,12837,1338793
Michigan,55-64,2024,11778,1338793
Michigan,55-64,2025,2864,1338793
Michigan,65-74,2018,19001,1004702
Michigan,65-74,2019,19691,1037580
Michigan,65-74,2020,23868,1074762
Michigan,65-74,2021,25421,1118078
Michigan,65-74,2022,23358,1123281
Michigan,65-74,2023,21819,1154448
Michigan,65-74,2024,21966,1154448
Michigan,65-74,2025,5649,1154448
Michigan,75-84,2018,23445,497916
Michigan,75-84,2019,23742,514685
Michigan,75-84,2020,28704,525966
Michigan,75-84,2021,28367,517196
Michigan,75-84,2022,28036,557903
Michigan,75-84,2023,26971,584330
Michigan,75-84,2024,27815,584330
Michigan,75-84,2025,7301,584330
Michigan,85+,2018,31218,213986
Michigan,85+,2019,31188,213136
Michigan,85+,2020,35765,211713
Michigan,85+,2021,32815,187508
Michigan,85+,2022,31964,199151
Michigan,85+,2023,29844,187974
Michigan,85+,2024,30355,187974
Michigan,85+,2025,7851,187974
Minnesota,0,2018,342,68566
Minnesota,0,2019,302,67629
Minnesota,0,2020,264,66390
Minnesota,0,2021,309,62897
Minnesota,0,2022,289,64755
Minnesota,0,2023,294,63637
Minnesota,0,2024,281,63637
Minnesota,0,2025,52,63637
Minnesota,1-4,2018,56,286725
Minnesota,1-4,2019,69,283993
Minnesota,1-4,2020,71,279601
Minnesota,1-4,2021,51,274607
Minnesota,1-4,2022,61,265371
Minnesota,1-4,2023,69,264793
Minnesota,1-4,2024,46,264793
Minnesota,1-4,2025,10,264793
Minnesota,5-14,2018,89,731086
Minnesota,5-14,2019,80,732593
Minnesota,5-14,2020,77,733099
Minnesota,5-14,2021,109,749015
Minnesota,5-14,2022,108,733444
Minnesota,5-14,2023,90,735858
Minnesota,5-14,2024,100,735858
Minnesota,5-14,2025,13,735858
Minnesota,15-24,2018,388,717874
Minnesota,15-24,2019,439,717060
Minnesota,15-24,2020,481,715966
Minnesota,15-24,2021,556,728577
Minnesota,15-24,2022,494,745332
Minnesota,15-24,2023,476,743439
Minnesota,15-24,2024,425,743439
Minnesota,15-24,2025,65,743439
Minnesota,25-34,2018,718,760925
Minnesota,25-34,2019,744,762616
Minnesota,25-34,2020,965,760397
Minnesota,25-34,2021,1085,748317
Minnesota,25-34,2022,985,740688
Minnesota,25-34,2023,916,738130
Minnesota,25-34,2024,824,738130
Minnesota,25-34,2025,151,738130
Minnesota,35-44,2018,917,710265
Minnesota,35-44,2019,1050,725577
Minnesota,35-44,2020,1275,739952
Minnesota,35-44,2021,1596,767158
Minnesota,35-44,2022,1534,771968
Minnesota,35-44,2023,1354,781476
Minnesota,35-44,2024,1289,781476
Minnesota,35-44,2025,251,781476
Minnesota,45-54,2018,2090,691491
Minnesota,45-54,2019,2034,673361
Minnesota,45-54,2020,2336,660824
Minnesota,45-54,2021,2506,665021
Minnesota,45-54,2022,2348,659534
Minnesota,45-54,2023,2187,661837
Minnesota,45-54,2024,2061,661837
Minnesota,45-54,2025,447,661837
Minnesota,55-64,2018,5080,754445
Minnesota,55-64,2019,5097,756421
Minnesota,55-64,2020,5668,752272
Minnesota,55-64,2021,6163,756115
Minnesota,55-64,2022,5773,738560
Minnesota,55-64,2023,5101,725498
Minnesota,55-64,2024,4992,725498
Minnesota,55-64,2025,1192,725498
Minnesota,65-74,2018,7593,510180
Minnesota,65-74,2019,7942,531059
Minnesota,65-74,2020,9205,552208
Minnesota,65-74,2021,9777,577187
Minnesota,65-74,2022,9609,584717
Minnesota,65-74,2023,9278,603143
Minnesota,65-74,2024,9218,603143
Minnesota,65-74,2025,2307,603143
Minnesota,75-84,2018,10576,257938
Minnesota,75-84,2019,10916,266713
Minnesota,75-84,2020,12960,273886
Minnesota,75-84,2021,12603,268593
Minnesota,75-84,2022,12844,290847
Minnesota,75-84,2023,12625,303991
Minnesota,75-84,2024,13257,303991
Minnesota,75-84,2025,3544,303991
Minnesota,85+,2018,16896,121684
Minnesota,85+,2019,16841,122610
Minnesota,85+,2020,19070,122747
Minnesota,85+,2021,16885,109903
Minnesota,85+,2022,17177,121968
Minnesota,85+,2023,16813,116113
Minnesota,85+,2024,17251,116113
Minnesota,85+,2025,4488,116113
Mississippi,0,2018,306,35878
Mississippi,0,2019,322,35518
Mississippi,0,2020,293,35419
Mississippi,0,2021,327,34518
Mississippi,0,2022,318,34735
Mississippi,0,2023,305,34372
Mississippi,0,2024,320,34372
Mississippi,0,2025,47,34372
Mississippi,1-4,2018,71,149599
Mississippi,1-4,2019,60,147960
Mississippi,1-4,2020,59,146244
Mississippi,1-4,2021,74,142373
Mississippi,1-4,2022,71,139783
Mississippi,1-4,2023,50,139498
Mississippi,1-4,2024,50,139498
Mississippi,5-14,2018,86,399894
Mississippi,5-14,2019,98,395659
Mississippi,5-14,2020,107,391288
Mississippi,5-14,2021,100,391440
Mississippi,5-14,2022,91,377966
Mississippi,5-14,2023,92,376177
Mississippi,5-14,2024,92,376177
Mississippi,5-14,2025,11,376177
Mississippi,15-24,2018,407,412694
Mississippi,15-24,2019,437,402867
Mississippi,15-24,2020,504,399699
Mississippi,15-24,2021,636,401957
Mississippi,15-24,2022,494,417332
Mississippi,15-24,2023,580,413310
Mississippi,15-24,2024,509,413310
Mississippi,15-24,2025,92,413310
Mississippi,25-34,2018,717,394306
Mississippi,25-34,2019,725,393747
Mississippi,25-34,2020,986,389647
Mississippi,25-34,2021,1077,380767
Mississippi,25-34,2022,931,376071
Mississippi,25-34,2023,790,375637
Mississippi,25-34,2024,764,375637
Mississippi,25-34,2025,130,375637
Mississippi,35-44,2018,1093,364998
Mississippi,35-44,2019,1187,365754
Mississippi,35-44,2020,1551,365340
Mississippi,35-44,2021,1814,368375
Mississippi,35-44,2022,1446,363978
Mississippi,35-44,2023,1343,364767
Mississippi,35-44,2024,1322,364767
Mississippi,35-44,2025,261,364767
Mississippi,45-54,2018,2287,368793
Mississippi,45-54,2019,2191,362040
Mississippi,45-54,2020,2770,356162
Mississippi,45-54,2021,3005,355572
Mississippi,45-54,2022,2551,351380
Mississippi,45-54,2023,2294,351331
Mississippi,45-54,2024,2287,351331
Mississippi,45-54,2025,480,351331
Mississippi,55-64,2018,5177,385893
Mississippi,55-64,2019,5229,385911
Mississippi,55-64,2020,6229,383032
Mississippi,55-64,2021,6679,380719
Mississippi,55-64,2022,5732,371272
Mississippi,55-64,2023,4962,366936
Mississippi,55-64,2024,4911,366936
Mississippi,55-64,2025,1230,366936
Mississippi,65-74,2018,6974,280585
Mississippi,65-74,2019,7169,288955
Mississippi,65-74,2020,9017,298209
Mississippi,65-74,2021,9565,303969
Mississippi,65-74,2022,8621,302852
Mississippi,65-74,2023,7957,308593
Mississippi,65-74,2024,8180,308593
Mississippi,65-74,2025,2013,308593
Mississippi,75-84,2018,7632,141549
Mississippi,75-84,2019,7978,145440
Mississippi,75-84,2020,9591,148431
Mississippi,75-84,2021,9537,142839
Mississippi,75-84,2022,9436,152787
Mississippi,75-84,2023,8893,158435
Mississippi,75-84,2024,8944,158435
Mississippi,75-84,2025,2348,158435
Mississippi,85+,2018,7549,52341
Mississippi,85+,2019,7566,52298
Mississippi,85+,2020,9079,53315
Mississippi,85+,2021,8268,47436
Mississippi,85+,2022,8108,51901
Mississippi,85+,2023,7784,50634
Mississippi,85+,2024,7835,50634
Mississippi,85+,2025,2098,50634
Missouri,0,2018,460,72258
Missouri,0,2019,433,71012
Missouri,0,2020,392,71649
Missouri,0,2021,394,68379
Missouri,0,2022,460,69009
Missouri,0,2023,392,67996
Missouri,0,2024,429,67996
Missouri,0,2025,54,67996
Missouri,1-4,2018,85,300455
Missouri,1-4,2019,82,297068
Missouri,1-4,2020,93,295929
Missouri,1-4,2021,105,291666
Missouri,1-4,2022,101,284596
Missouri,1-4,2023,98,283521
Missouri,1-4,2024,81,283521
Missouri,5-14,2018,113,769887
Missouri,5-14,2019,123,769540
Missouri,5-14,2020,128,769137
Missouri,5-14,2021,131,781080
Missouri,5-14,2022,134,767217
Missouri,5-14,2023,137,771959
Missouri,5-14,2024,117,771959
Missouri,5-14,2025,14,771959
Missouri,15-24,2018,826,800615
Missouri,15-24,2019,774,794469
Missouri,15-24,2020,874,792720
Missouri,15-24,2021,867,801194
Missouri,15-24,2022,922,823205
Missouri,15-24,2023,788,815029
Missouri,15-24,2024,700,815029
Missouri,15-24,2025,83,815029
Missouri,25-34,2018,1438,823505
Missouri,25-34,2019,1347,825887
Missouri,25-34,2020,1717,824107
Missouri,25-34,2021,1829,812760
Missouri,25-34,2022,1625,811793
Missouri,25-34,2023,1451,812667
Missouri,25-34,2024,1196,812667
Missouri,25-34,2025,128,812667
Missouri,35-44,2018,1872,744539
Missouri,35-44,2019,1897,753739
Missouri,35-44,2020,2284,762624
Missouri,35-44,2021,2642,784654
Missouri,35-44,2022,2441,789531
Missouri,35-44,2023,2237,799226
Missouri,35-44,2024,2084,799226
Missouri,35-44,2025,332,799226
Missouri,45-54,2018,3663,751688
Missouri,45-54,2019,3464,732944
Missouri,45-54,2020,3890,719740
Missouri,45-54,2021,4416,721210
Missouri,45-54,2022,3898,716515
Missouri,45-54,2023,3466,719855
Missouri,45-54,2024,3360,719855
Missouri,45-54,2025,684,719855
Missouri,55-64,2018,8714,829541
Missouri,55-64,2019,8631,830732
Missouri,55-64,2020,9811,825928
Missouri,55-64,2021,10751,823477
Missouri,55-64,2022,9877,801736
Missouri,55-64,2023,8537,789288
Missouri,55-64,2024,8157,789288
Missouri,55-64,2025,1908,789288
Missouri,65-74,2018,12167,592577
Missouri,65-74,2019,12421,610165
Missouri,65-74,2020,14988,630388
Missouri,65-74,2021,15776,649461
Missouri,65-74,2022,15052,651257
Missouri,65-74,2023,14045,667826
Missouri,65-74,2024,14289,667826
Missouri,65-74,2025,3620,667826
Missouri,75-84,2018,15279,309503
Missouri,75-84,2019,15201,318341
Missouri,75-84,2020,18338,325373
Missouri,75-84,2021,17713,315255
Missouri,75-84,2022,18163,336186
Missouri,75-84,2023,17294,348565
Missouri,75-84,2024,17993,348565
Missouri,75-84,2025,4698,348565
Missouri,85+,2018,18500,131884
Missouri,85+,2019,18028,133531
Missouri,85+,2020,21372,133953
Missouri,85+,2021,19223,119051
Missouri,85+,2022,19177,126912
Missouri,85+,2023,18050,120224
Missouri,85+,2024,18174,120224
Missouri,85+,2025,4911,120224
Montana,0,2018,55,12099
Montana,0,2019,54,11659
Montana,0,2020,57,11365
Montana,0,2021,55,10555
Montana,0,2022,53,11201
Montana,0,2023,62,11266
Montana,0,2024,70,11266
Montana,1-4,2018,11,50437
Montana,1-4,2019,13,49497
Montana,1-4,2020,15,48549
Montana,1-4,2021,18,47696
Montana,1-4,2022,10,46445
Montana,1-4,2023,16,46308
Montana,1-4,2024,10,46308
Montana,5-14,2018,27,128807
Montana,5-14,2019,24,129305
Montana,5-14,2020,25,130869
Montana,5-14,2021,30,135481
Montana,5-14,2022,32,134082
Montana,5-14,2023,27,134485
Montana,5-14,2024,20,134485
Montana,15-24,2018,128,136536
Montana,15-24,2019,124,135891
Montana,15-24,2020,145,136889
Montana,15-24,2021,178,141195
Montana,15-24,2022,148,147073
Montana,15-24,2023,122,145629
Montana,15-24,2024,133,145629
Montana,15-24,2025,22,145629
Montana,25-34,2018,194,137463
Montana,25-34,2019,188,138386
Montana,25-34,2020,239,140617
Montana,25-34,2021,277,143355
Montana,25-34,2022,278,146861
Montana,25-34,2023,247,148147
Montana,25-34,2024,238,148147
Montana,25-34,2025,41,148147
Montana,35-44,2018,247,126396
Montana,35-44,2019,298,129795
Montana,35-44,2020,333,133684
Montana,35-44,2021,434,140558
Montana,35-44,2022,409,144219
Montana,35-44,2023,345,147330
Montana,35-44,2024,364,147330
Montana,35-44,2025,69,147330
Montana,45-54,2018,468,120278
Montana,45-54,2019,495,117800
Montana,45-54,2020,589,117092
Montana,45-54,2021,685,120739
Montana,45-54,2022,555,123294
Montana,45-54,2023,521,126083
Montana,45-54,2024,535,126083
Montana,45-54,2025,142,126083
Montana,55-64,2018,1267,151387
Montana,55-64,2019,1235,150008
Montana,55-64,2020,1451,148120
Montana,55-64,2021,1660,148269
Montana,55-64,2022,1389,144566
Montana,55-64,2023,1246,141580
Montana,55-64,2024,1197,141580
Montana,55-64,2025,256,141580
Montana,65-74,2018,1950,119583
Montana,65-74,2019,2071,124631
Montana,65-74,2020,2471,129574
Montana,65-74,2021,2682,135439
Montana,65-74,2022,2395,136767
Montana,65-74,2023,2335,140615
Montana,65-74,2024,2387,140615
Montana,65-74,2025,561,140615
Montana,75-84,2018,2475,56624
Montana,75-84,2019,2636,58951
Montana,75-84,2020,3031,60746
Montana,75-84,2021,3219,60197
Montana,75-84,2022,3121,65753
Montana,75-84,2023,2932,69624
Montana,75-84,2024,3248,69624
Montana,75-84,2025,809,69624
Montana,85+,2018,3170,22695
Montana,85+,2019,3264,22855
Montana,85+,2020,3671,23072
Montana,85+,2021,3469,20787
Montana,85+,2022,3294,22606
Montana,85+,2023,3340,21745
Montana,85+,2024,3341,21745
Montana,85+,2025,843,21745
Nebraska,0,2018,149,25809
Nebraska,0,2019,125,25252
Nebraska,0,2020,137,24961
Nebraska,0,2021,133,23444
Nebraska,0,2022,142,24347
Nebraska,0,2023,153,24144
Nebraska,0,2024,157,24144
Nebraska,0,2025,14,24144
Nebraska,1-4,2018,30,107159
Nebraska,1-4,2019,21,105628
Nebraska,1-4,2020,21,103756
Nebraska,1-4,2021,31,102346
Nebraska,1-4,2022,19,99490
Nebraska,1-4,2023,28,99515
Nebraska,1-4,2024,23,99515
Nebraska,5-14,2018,39,265822
Nebraska,5-14,2019,41,266296
Nebraska,5-14,2020,44,266704
Nebraska,5-14,2021,40,273946
Nebraska,5-14,2022,38,269501
Nebraska,5-14,2023,34,271469
Nebraska,5-14,2024,35,271469
Nebraska,15-24,2018,151,268759
Nebraska,15-24,2019,157,268196
Nebraska,15-24,2020,195,268225
Nebraska,15-24,2021,201,274864
Nebraska,15-24,2022,205,280663
Nebraska,15-24,2023,179,280718
Nebraska,15-24,2024,168,280718
Nebraska,15-24,2025,33,280718
Nebraska,25-34,2018,244,255723
Nebraska,25-34,2019,256,255338
Nebraska,25-34,2020,302,254707
Nebraska,25-34,2021,326,252879
Nebraska,25-34,2022,314,251846
Nebraska,25-34,2023,306,252578
Nebraska,25-34,2024,277,252578
Nebraska,25-34,2025,52,252578
Nebraska,35-44,2018,398,239311
Nebraska,35-44,2019,384,243139
Nebraska,35-44,2020,460,246298
Nebraska,35-44,2021,516,255699
Nebraska,35-44,2022,512,256829
Nebraska,35-44,2023,452,259635
Nebraska,35-44,2024,479,259635
Nebraska,35-44,2025,87,259635
Nebraska,45-54,2018,826,219971
Nebraska,45-54,2019,838,215808
Nebraska,45-54,2020,873,213797
Nebraska,45-54,2021,962,217963
Nebraska,45-54,2022,844,218041
Nebraska,45-54,2023,783,220602
Nebraska,45-54,2024,795,220602
Nebraska,45-54,2025,172,220602
Nebraska,55-64,2018,1959,243048
Nebraska,55-64,2019,1960,242293
Nebraska,55-64,2020,2236,239667
Nebraska,55-64,2021,2336,240661
Nebraska,55-64,2022,2062,234150
Nebraska,55-64,2023,1953,230172
Nebraska,55-64,2024,1899,230172
Nebraska,55-64,2025,436,230172
Nebraska,65-74,2018,3064,172527
Nebraska,65-74,2019,3017,178908
Nebraska,65-74,2020,3688,185015
Nebraska,65-74,2021,3772,193977
Nebraska,65-74,2022,3610,195520
Nebraska,65-74,2023,3591,200769
Nebraska,65-74,2024,3526,200769
Nebraska,65-74,2025,884,200769
Nebraska,75-84,2018,3899,88061
Nebraska,75-84,2019,4136,90492
Nebraska,75-84,2020,4792,91792
Nebraska,75-84,2021,4537,89882
Nebraska,75-84,2022,4603,96830
Nebraska,75-84,2023,4802,101015
Nebraska,75-84,2024,4852,101015
Nebraska,75-84,2025,1244,101015
Nebraska,85+,2018,6145,43078
Nebraska,85+,2019,6035,43058
Nebraska,85+,2020,6801,42630
Nebraska,85+,2021,6071,38031
Nebraska,85+,2022,6266,40706
Nebraska,85+,2023,6025,37762
Nebraska,85+,2024,6047,37762
Nebraska,85+,2025,1481,37762
Nevada,0,2018,217,35781
Nevada,0,2019,201,35701
Nevada,0,2020,155,35704
Nevada,0,2021,190,33591
Nevada,0,2022,153,33611
Nevada,0,2023,191,32716
Nevada,0,2024,175,32716
Nevada,0,2025,40,32716
Nevada,1-4,2018,37,150214
Nevada,1-4,2019,37,149874
Nevada,1-4,2020,30,148952
Nevada,1-4,2021,34,144486
Nevada,1-4,2022,39,140633
Nevada,1-4,2023,37,138724
Nevada,1-4,2024,41,138724
Nevada,5-14,2018,48,388629
Nevada,5-14,2019,47,392066
Nevada,5-14,2020,53,395918
Nevada,5-14,2021,66,399318
Nevada,5-14,2022,61,392055
Nevada,5-14,2023,69,388252
Nevada,5-14,2024,74,388252
Nevada,15-24,2018,276,363162
Nevada,15-24,2019,264,365218
Nevada,15-24,2020,370,369886
Nevada,15-24,2021,383,372845
Nevada,15-24,2022,347,388194
Nevada,15-24,2023,310,380648
Nevada,15-24,2024,319,380648
Nevada,15-24,2025,59,380648
Nevada,25-34,2018,530,445372
Nevada,25-34,2019,504,453116
Nevada,25-34,2020,664,462110
Nevada,25-34,2021,858,454678
Nevada,25-34,2022,733,459107
Nevada,25-34,2023,757,458128
Nevada,25-34,2024,727,458128
Nevada,25-34,2025,152,458128
Nevada,35-44,2018,835,403153
Nevada,35-44,2019,765,410505
Nevada,35-44,2020,1006,420922
Nevada,35-44,2021,1268,431067
Nevada,35-44,2022,1193,438086
Nevada,35-44,2023,1193,446124
Nevada,35-44,2024,1186,446124
Nevada,35-44,2025,258,446124
Nevada,45-54,2018,1639,395339
Nevada,45-54,2019,1662,394228
Nevada,45-54,2020,2054,396219
Nevada,45-54,2021,2362,397461
Nevada,45-54,2022,1846,397653
Nevada,45-54,2023,1806,398968
Nevada,45-54,2024,1733,398968
Nevada,45-54,2025,401,398968
Nevada,55-64,2018,3622,376561
Nevada,55-64,2019,3648,383476
Nevada,55-64,2020,4309,389232
Nevada,55-64,2021,4771,392078
Nevada,55-64,2022,4102,391429
Nevada,55-64,2023,3722,394907
Nevada,55-64,2024,3649,394907
Nevada,55-64,2025,833,394907
Nevada,65-74,2018,5591,293252
Nevada,65-74,2019,5920,303363
Nevada,65-74,2020,7062,316112
Nevada,65-74,2021,7734,321908
Nevada,65-74,2022,7121,322106
Nevada,65-74,2023,6442,330828
Nevada,65-74,2024,6389,330828
Nevada,65-74,2025,1500,330828
Nevada,75-84,2018,6227,139567
Nevada,75-84,2019,6639,147793
Nevada,75-84,2020,8014,156290
Nevada,75-84,2021,8598,154041
Nevada,75-84,2022,8533,168032
Nevada,75-84,2023,8109,178101
Nevada,75-84,2024,8359,178101
Nevada,75-84,2025,2048,178101
Nevada,85+,2018,5688,43362
Nevada,85+,2019,5897,44816
Nevada,85+,2020,6901,46914
Nevada,85+,2021,6658,42518
Nevada,85+,2022,6828,46866
Nevada,85+,2023,6366,46780
Nevada,85+,2024,6733,46780
Nevada,85+,2025,1729,46780
New Hampshire,0,2018,43,12217
New Hampshire,0,2019,37,12052
New Hampshire,0,2020,52,12058
New Hampshire,0,2021,53,11431
New Hampshire,0,2022,43,12713
New Hampshire,0,2023,37,12164
New Hampshire,0,2024,34,12164
New Hampshire,0,2025,17,12164
New Hampshire,1-4,2018,12,51803
New Hampshire,1-4,2019,10,51569
New Hampshire,1-4,2020,11,51031
New Hampshire,1-4,2022,10,50231
New Hampshire,5-14,2018,15,145474
New Hampshire,5-14,2019,20,143449
New Hampshire,5-14,2020,13,142274
New Hampshire,5-14,2021,18,145240
New Hampshire,5-14,2022,13,141835
New Hampshire,5-14,2023,14,140989
New Hampshire,5-14,2024,12,140989
New Hampshire,15-24,2018,114,174813
New Hampshire,15-24,2019,110,171874
New Hampshire,15-24,2020,97,170054
New Hampshire,15-24,2021,91,171800
New Hampshire,15-24,2022,85,168879
New Hampshire,15-24,2023,92,168310
New Hampshire,15-24,2024,89,168310
New Hampshire,15-24,2025,18,168310
New Hampshire,25-34,2018,259,169075
New Hampshire,25-34,2019,261,172816
New Hampshire,25-34,2020,245,175498
New Hampshire,25-34,2021,298,178308
New Hampshire,25-34,2022,283,179394
New Hampshire,25-34,2023,234,178543
New Hampshire,25-34,2024,185,178543
New Hampshire,25-34,2025,36,178543
New Hampshire,35-44,2018,323,154674
New Hampshire,35-44,2019,327,156500
New Hampshire,35-44,2020,334,159402
New Hampshire,35-44,2021,377,168050
New Hampshire,35-44,2022,384,171925
New Hampshire,35-44,2023,393,176636
New Hampshire,35-44,2024,332,176636
New Hampshire,35-44,2025,72,176636
New Hampshire,45-54,2018,719,190242
New Hampshire,45-54,2019,629,183273
New Hampshire,45-54,2020,663,177656
New Hampshire,45-54,2021,710,176822
New Hampshire,45-54,2022,665,172601
New Hampshire,45-54,2023,628,169589
New Hampshire,45-54,2024,581,169589
New Hampshire,45-54,2025,139,169589
New Hampshire,55-64,2018,1587,212515
New Hampshire,55-64,2019,1568,214314
New Hampshire,55-64,2020,1535,215173
New Hampshire,55-64,2021,1729,218959
New Hampshire,55-64,2022,1793,216147
New Hampshire,55-64,2023,1548,213876
New Hampshire,55-64,2024,1546,213876
New Hampshire,55-64,2025,388,213876
New Hampshire,65-74,2018,2252,146933
New Hampshire,65-74,2019,2410,152669
New Hampshire,65-74,2020,2602,158927
New Hampshire,65-74,2021,2905,166691
New Hampshire,65-74,2022,2924,169274
New Hampshire,65-74,2023,2813,175450
New Hampshire,65-74,2024,2780,175450
New Hampshire,65-74,2025,780,175450
New Hampshire,75-84,2018,3031,68224
New Hampshire,75-84,2019,3104,70954
New Hampshire,75-84,2020,3387,73622
New Hampshire,75-84,2021,3596,73406
New Hampshire,75-84,2022,3775,82035
New Hampshire,75-84,2023,3820,87217
New Hampshire,75-84,2024,3979,87217
New Hampshire,75-84,2025,1064,87217
New Hampshire,85+,2018,4419,30488
New Hampshire,85+,2019,4268,30241
New Hampshire,85+,2020,4761,30580
New Hampshire,85+,2021,4412,27424
New Hampshire,85+,2022,4540,30197
New Hampshire,85+,2023,4558,28859
New Hampshire,85+,2024,4448,28859
New Hampshire,85+,2025,1224,28859
New Jersey,0,2018,390,100364
New Jersey,0,2019,428,99459
New Jersey,0,2020,393,99506
New Jersey,0,2021,355,95197
New Jersey,0,2022,371,102910
New Jersey,0,2023,365,102477
New Jersey,0,2024,338,102477
New Jersey,0,2025,79,102477
New Jersey,1-4,2018,63,418264
New Jersey,1-4,2019,63,415231
New Jersey,1-4,2020,70,414445
New Jersey,1-4,2021,72,423998
New Jersey,1-4,2022,62,413545
New Jersey,1-4,2023,76,416593
New Jersey,1-4,2024,75,416593
New Jersey,1-4,2025,15,416593
New Jersey,5-14,2018,131,1092176
New Jersey,5-14,2019,111,1083967
New Jersey,5-14,2020,75,1081184
New Jersey,5-14,2021,108,1141758
New Jersey,5-14,2022,98,1118697
New Jersey,5-14,2023,114,1125273
New Jersey,5-14,2024,111,1125273
New Jersey,5-14,2025,34,1125273
New Jersey,15-24,2018,638,1108845
New Jersey,15-24,2019,553,1093555
New Jersey,15-24,2020,609,1084234
New Jersey,15-24,2021,631,1135417
New Jersey,15-24,2022,587,1153823
New Jersey,15-24,2023,576,1138204
New Jersey,15-24,2024,477,1138204
New Jersey,15-24,2025,84,1138204
New Jersey,25-34,2018,1610,1155839
New Jersey,25-34,2019,1529,1152278
New Jersey,25-34,2020,1735,1154546
New Jersey,25-34,2021,1656,1188797
New Jersey,25-34,2022,1510,1188554
New Jersey,25-34,2023,1336,1190470
New Jersey,25-34,2024,1121,1190470
New Jersey,25-34,2025,207,1190470
New Jersey,35-44,2018,2021,1139300
New Jersey,35-44,2019,1976,1137693
New Jersey,35-44,2020,2543,1141377
New Jersey,35-44,2021,2600,1216464
New Jersey,35-44,2022,2351,1220287
New Jersey,35-44,2023,2202,1233652
New Jersey,35-44,2024,1956,1233652
New Jersey,35-44,2025,444,1233652
New Jersey,45-54,2018,4156,1235874
New Jersey,45-54,2019,3978,1200823
New Jersey,45-54,2020,5142,1174392
New Jersey,45-54,2021,4831,1217176
New Jersey,45-54,2022,4191,1195135
New Jersey,45-54,2023,3668,1187108
New Jersey,45-54,2024,3393,1187108
New Jersey,45-54,2025,769,1187108
New Jersey,55-64,2018,8828,1219331
New Jersey,55-64,2019,8771,1223649
New Jersey,55-64,2020,11796,1222659
New Jersey,55-64,2021,10564,1282406
New Jersey,55-64,2022,9690,1256981
New Jersey,55-64,2023,8700,1248720
New Jersey,55-64,2024,8158,1248720
New Jersey,55-64,2025,1995,1248720
New Jersey,65-74,2018,12881,810098
New Jersey,65-74,2019,13008,832866
New Jersey,65-74,2020,17495,859409
New Jersey,65-74,2021,15905,920871
New Jersey,65-74,2022,14987,922378
New Jersey,65-74,2023,13645,949539
New Jersey,65-74,2024,13545,949539
New Jersey,65-74,2025,3595,949539
New Jersey,75-84,2018,17531,426136
New Jersey,75-84,2019,17519,439565
New Jersey,75-84,2020,23068,449250
New Jersey,75-84,2021,20034,458662
New Jersey,75-84,2022,20272,490972
New Jersey,75-84,2023,19086,512100
New Jersey,75-84,2024,19847,512100
New Jersey,75-84,2025,5453,512100
New Jersey,85+,2018,27506,202293
New Jersey,85+,2019,27068,203104
New Jersey,85+,2020,33075,201369
New Jersey,85+,2021,27273,186384
New Jersey,85+,2022,27369,198417
New Jersey,85+,2023,25596,186705
New Jersey,85+,2024,25777,186705
New Jersey,85+,2025,7010,186705
New Jersey,NS,2018,10,
New Mexico,0,2018,131,23668
New Mexico,0,2019,129,23014
New Mexico,0,2020,115,22576
New Mexico,0,2021,102,21836
New Mexico,0,2022,123,20830
New Mexico,0,2023,97,20589
New Mexico,0,2024,109,20589
New Mexico,0,2025,22,20589
New Mexico,1-4,2018,22,100578
New Mexico,1-4,2019,28,97972
New Mexico,1-4,2020,26,96149
New Mexico,1-4,2021,27,93172
New Mexico,1-4,2022,22,89198
New Mexico,1-4,2023,34,86732
New Mexico,1-4,2024,29,86732
New Mexico,5-14,2018,59,274763
New Mexico,5-14,2019,44,272268
New Mexico,5-14,2020,46,270303
New Mexico,5-14,2021,64,272157
New Mexico,5-14,2022,33,263311
New Mexico,5-14,2023,46,256826
New Mexico,5-14,2024,44,256826
New Mexico,15-24,2018,270,280599
New Mexico,15-24,2019,305,278459
New Mexico,15-24,2020,319,279613
New Mexico,15-24,2021,390,283009
New Mexico,15-24,2022,372,292929
New Mexico,15-24,2023,382,287595
New Mexico,15-24,2024,333,287595
New Mexico,15-24,2025,50,287595
New Mexico,25-34,2018,613,283835
New Mexico,25-34,2019,660,284087
New Mexico,25-34,2020,855,285029
New Mexico,25-34,2021,1063,280986
New Mexico,25-34,2022,930,278336
New Mexico,25-34,2023,778,276976
