outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
death,DEC 2021,202148,all_ages,vaccinated,1011,71100919.7,2854,26413058.4,,,,1.064352205,18.67857038,17.5492382,1.261914079,20.05990606,15.89641197,,1
death,DEC 2021,202148,all_ages,vax with updated booster,,,2854,26413058.4,,,,,18.67857038,,,20.05990606,,,1
death,DEC 2021,202149,12-17,vaccinated,0,5010526,4,4734742,0,0.0844819,,,,,,,,,0
death,DEC 2021,202149,12-17,vax with updated booster,,,4,4734742,,0.0844819,,,,,,,,,0
death,DEC 2021,202149,18-29,vaccinated,2,11904956,16,8894603,0.0167997261,0.1798843636,10.70757717,,,,,,,,0
death,DEC 2021,202149,18-29,vax with updated booster,,,16,8894603,,0.1798843636,,,,,,,,,0
death,DEC 2021,202149,30-49,vaccinated,21,22563379,289,10109284,0.0930711663,2.858758345,30.71583239,,,,,,,,0
death,DEC 2021,202149,30-49,vax with updated booster,,,289,10109284,,2.858758345,,,,,,,,,0
death,DEC 2021,202149,5-11,vaccinated,0,41552,2,10168410,0,0.0196687584,,,,,,,,,0
death,DEC 2021,202149,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,DEC 2021,202149,50-64,vaccinated,138,18969544,789,4840511.9,0.7274819047,16.29992894,22.40595791,,,,,,,,1
death,DEC 2021,202149,50-64,vax with updated booster,,,789,4840511.9,,16.29992894,,,,,,,,,1
death,DEC 2021,202149,65-79,vaccinated,382,14005501.7,1092,1392812.45,2.72749958,78.40251572,28.74519809,,,,,,,,1
death,DEC 2021,202149,65-79,vax with updated booster,,,1092,1392812.45,,78.40251572,,,,,,,,,1
death,DEC 2021,202149,80+,vaccinated,393,3977067,726,636305.05,9.881653993,114.0962185,11.54626731,,,,,,,,1
death,DEC 2021,202149,80+,vax with updated booster,,,726,636305.05,,114.0962185,,,,,,,,,1
death,DEC 2021,202149,all_ages,vaccinated,936,71420447.7,2912,25873516.4,,,,0.9747970552,19.46287603,19.96608005,1.261914079,20.05990606,15.89641197,,1
death,DEC 2021,202149,all_ages,vax with updated booster,,,2912,25873516.4,,,,,19.46287603,,,20.05990606,,,1
death,DEC 2021,202150,12-17,vaccinated,1,5051134,3,4681393,0.0197975346,0.0640834897,3.236942936,,,,,,,,0
death,DEC 2021,202150,12-17,vax with updated booster,,,3,4681393,,0.0640834897,,,,,,,,,0
death,DEC 2021,202150,18-29,vaccinated,1,11969134,30,8765284,0.0083548233,0.3422593039,40.96547471,,,,,,,,0
death,DEC 2021,202150,18-29,vax with updated booster,,,30,8765284,,0.3422593039,,,,,,,,,0
death,DEC 2021,202150,30-49,vaccinated,28,22667016,271,9921780.1,0.123527508,2.731364707,22.1113884,,,,,,,,1
death,DEC 2021,202150,30-49,vax with updated booster,,,271,9921780.1,,2.731364707,,,,,,,,,1
death,DEC 2021,202150,5-11,vaccinated,0,422811,2,9951525,0,0.0200974223,,,,,,,,,0
death,DEC 2021,202150,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,DEC 2021,202150,50-64,vaccinated,130,19031725,745,4713843.9,0.6830699792,15.80451147,23.13747047,,,,,,,,1
death,DEC 2021,202150,50-64,vax with updated booster,,,745,4713843.9,,15.80451147,,,,,,,,,1
death,DEC 2021,202150,65-79,vaccinated,338,14030986.7,1059,1370041.45,2.408953891,77.29693142,32.08734369,,,,,,,,1
death,DEC 2021,202150,65-79,vax with updated booster,,,1059,1370041.45,,77.29693142,,,,,,,,,1
death,DEC 2021,202150,80+,vaccinated,365,3985340,563,628157.05,9.158566145,89.62726758,9.78616807,,,,,,,,1
death,DEC 2021,202150,80+,vax with updated booster,,,563,628157.05,,89.62726758,,,,,,,,,1
death,DEC 2021,202150,all_ages,vaccinated,862,71684201.7,2668,25399106.5,,,,0.9041337777,18.10733621,20.02727545,1.261914079,20.05990606,15.89641197,,1
death,DEC 2021,202150,all_ages,vax with updated booster,,,2668,25399106.5,,,,,18.10733621,,,20.05990606,,,1
death,DEC 2021,202151,12-17,vaccinated,0,5107682,0,4615302,0,0,,,,,,,,,0
death,DEC 2021,202151,12-17,vax with updated booster,,,0,4615302,,0,,,,,,,,,0
death,DEC 2021,202151,18-29,vaccinated,4,12052567,29,8605555,0.0331879508,0.3369916292,10.15403547,,,,,,,,0
death,DEC 2021,202151,18-29,vax with updated booster,,,29,8605555,,0.3369916292,,,,,,,,,0
death,DEC 2021,202151,30-49,vaccinated,24,22798888,255,9733788.1,0.105268292,2.619740613,24.88632201,,,,,,,,1
death,DEC 2021,202151,30-49,vax with updated booster,,,255,9733788.1,,2.619740613,,,,,,,,,1
death,DEC 2021,202151,5-11,vaccinated,0,993855,1,9735112,0,0.0102720955,,,,,,,,,0
death,DEC 2021,202151,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,DEC 2021,202151,50-64,vaccinated,172,19111419,701,4584898.25,0.8999855008,15.28932512,16.98841271,,,,,,,,1
death,DEC 2021,202151,50-64,vax with updated booster,,,701,4584898.25,,15.28932512,,,,,,,,,1
death,DEC 2021,202151,65-79,vaccinated,418,14064963.7,999,1346566.9,2.971923774,74.18866452,24.96317879,,,,,,,,1
death,DEC 2021,202151,65-79,vax with updated booster,,,999,1346566.9,,74.18866452,,,,,,,,,1
death,DEC 2021,202151,80+,vaccinated,395,3995541,700,620293.05,9.886020441,112.849886,11.41509738,,,,,,,,1
death,DEC 2021,202151,80+,vax with updated booster,,,700,620293.05,,112.849886,,,,,,,,,1
death,DEC 2021,202151,all_ages,vaccinated,1013,72023378.7,2684,24891101.3,,,,1.049041008,18.60998038,17.73999323,1.261914079,20.05990606,15.89641197,,1
death,DEC 2021,202151,all_ages,vax with updated booster,,,2684,24891101.3,,,,,18.60998038,,,20.05990606,,,1
death,DEC 2021,202152,12-17,vaccinated,0,5157088,2,4563296,0,0.04382797,,,,,,,,,0
death,DEC 2021,202152,12-17,vax with updated booster,,,2,4563296,,0.04382797,,,,,,,,,0
death,DEC 2021,202152,18-29,vaccinated,14,12133673,34,8477121,0.1153813853,0.4010795646,3.476120203,,,,,,,,0
death,DEC 2021,202152,18-29,vax with updated booster,,,34,8477121,,0.4010795646,,,,,,,,,0
death,DEC 2021,202152,30-49,vaccinated,66,22916239,335,9595159.1,0.2880053747,3.49134388,12.12249557,,,,,,,,1
death,DEC 2021,202152,30-49,vax with updated booster,,,335,9595159.1,,3.49134388,,,,,,,,,1
death,DEC 2021,202152,5-11,vaccinated,0,1382602,1,9576921,0,0.0104417693,,,,,,,,,0
death,DEC 2021,202152,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,DEC 2021,202152,50-64,vaccinated,333,19180115,862,4498551.25,1.736173115,19.16172457,11.03675918,,,,,,,,1
death,DEC 2021,202152,50-64,vax with updated booster,,,862,4498551.25,,19.16172457,,,,,,,,,1
death,DEC 2021,202152,65-79,vaccinated,809,14092598.7,1343,1332145.9,5.74060198,100.8147831,17.56170929,,,,,,,,1
death,DEC 2021,202152,65-79,vax with updated booster,,,1343,1332145.9,,100.8147831,,,,,,,,,1
death,DEC 2021,202152,80+,vaccinated,977,4003580,1040,615837.05,24.40315917,168.8758414,6.920245048,,,,,,,,1
death,DEC 2021,202152,80+,vax with updated booster,,,1040,615837.05,,168.8758414,,,,,,,,,1
death,DEC 2021,202152,all_ages,vaccinated,2199,72326205.7,3614,24518814.3,,,,2.310287825,25.6197879,11.08943553,1.261914079,20.05990606,15.89641197,,1
death,DEC 2021,202152,all_ages,vax with updated booster,,,3614,24518814.3,,,,,25.6197879,,,20.05990606,,,1
death,JAN 2022,202201,12-17,vaccinated,1,5480345,5,4733909,0.0182470264,0.1056209572,5.788392848,,,,,,,,0
death,JAN 2022,202201,12-17,vax with updated booster,,,5,4733909,,0.1056209572,,,,,,,,,0
death,JAN 2022,202201,18-29,vaccinated,10,12818578,46,8857400,0.0780117732,0.5193397611,6.657197236,,,,,,,,0
death,JAN 2022,202201,18-29,vax with updated booster,,,46,8857400,,0.5193397611,,,,,,,,,0
death,JAN 2022,202201,30-49,vaccinated,101,24094751,399,10054242.1,0.4191784343,3.968474163,9.46726701,,,,,,,,1
death,JAN 2022,202201,30-49,vax with updated booster,,,399,10054242.1,,3.968474163,,,,,,,,,1
death,JAN 2022,202201,5-11,vaccinated,0,1658590,1,9893775,0,0.0101073655,,,,,,,,,0
death,JAN 2022,202201,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,JAN 2022,202201,50-64,vaccinated,500,20154203,1128,4707125.65,2.480872104,23.96366878,9.659372906,,,,,,,,1
death,JAN 2022,202201,50-64,vax with updated booster,,,1128,4707125.65,,23.96366878,,,,,,,,,1
death,JAN 2022,202201,65-79,vaccinated,1255,14936086.7,1888,1428234.9,8.402468633,132.1911403,15.73241699,,,,,,,,1
death,JAN 2022,202201,65-79,vax with updated booster,,,1888,1428234.9,,132.1911403,,,,,,,,,1
death,JAN 2022,202201,80+,vaccinated,1491,4235945,1564,670204.1,35.1987573,233.3617476,6.62982916,,,,,,,,1
death,JAN 2022,202201,80+,vax with updated booster,,,1564,670204.1,,233.3617476,,,,,,,,,1
death,JAN 2022,202201,all_ages,vaccinated,3357,76239563.7,5025,25717206.75,,,,3.325411278,33.64208052,10.1166676,3.175109487,31.5126761,9.924910064,,1
death,JAN 2022,202201,all_ages,vax with updated booster,,,5025,25717206.75,,,,,33.64208052,,,31.5126761,,,1
death,JAN 2022,202202,12-17,vaccinated,3,5519371,2,4647736,0.0543540197,0.043031704,0.7916931312,,,,,,,,0
death,JAN 2022,202202,12-17,vax with updated booster,,,2,4647736,,0.043031704,,,,,,,,,0
death,JAN 2022,202202,18-29,vaccinated,17,12886434,47,8691099,0.1319216783,0.5407831622,4.099274428,,,,,,,,0
death,JAN 2022,202202,18-29,vax with updated booster,,,47,8691099,,0.5407831622,,,,,,,,,0
death,JAN 2022,202202,30-49,vaccinated,88,24184793,303,9865360.1,0.3638650122,3.071352662,8.440912312,,,,,,,,1
death,JAN 2022,202202,30-49,vax with updated booster,,,303,9865360.1,,3.071352662,,,,,,,,,1
death,JAN 2022,202202,5-11,vaccinated,0,1818410,2,9685546,0,0.0206493263,,,,,,,,,0
death,JAN 2022,202202,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,JAN 2022,202202,50-64,vaccinated,470,20206099,949,4620443.65,2.326030373,20.5391532,8.830131128,,,,,,,,1
death,JAN 2022,202202,50-64,vax with updated booster,,,949,4620443.65,,20.5391532,,,,,,,,,1
death,JAN 2022,202202,65-79,vaccinated,1323,14954654.7,1772,1410982.9,8.846743884,125.5862137,14.19575556,,,,,,,,1
death,JAN 2022,202202,65-79,vax with updated booster,,,1772,1410982.9,,125.5862137,,,,,,,,,1
death,JAN 2022,202202,80+,vaccinated,1671,4240896,1646,665319.1,39.40205089,247.4000822,6.278863069,,,,,,,,1
death,JAN 2022,202202,80+,vax with updated booster,,,1646,665319.1,,247.4000822,,,,,,,,,1
death,JAN 2022,202202,all_ages,vaccinated,3569,76472876.7,4717,25253204.75,,,,3.52751662,32.38818636,9.181582921,3.175109487,31.5126761,9.924910064,,1
death,JAN 2022,202202,all_ages,vax with updated booster,,,4717,25253204.75,,,,,32.38818636,,,31.5126761,,,1
death,JAN 2022,202203,12-17,vaccinated,0,5564325,3,4564048,0,0.0657311229,,,,,,,,,0
death,JAN 2022,202203,12-17,vax with updated booster,,,3,4564048,,0.0657311229,,,,,,,,,0
death,JAN 2022,202203,18-29,vaccinated,12,12961372,39,8555599.45,0.0925827914,0.4558418171,4.923612804,,,,,,,,1
death,JAN 2022,202203,18-29,vax with updated booster,,,39,8555599.45,,0.4558418171,,,,,,,,,1
death,JAN 2022,202203,30-49,vaccinated,94,24284573,274,9714809.1,0.3870770139,2.820436276,7.286499004,,,,,,,,1
death,JAN 2022,202203,30-49,vax with updated booster,,,274,9714809.1,,2.820436276,,,,,,,,,1
death,JAN 2022,202203,5-11,vaccinated,0,1980331,1,9507846,0,0.0105176293,,,,,,,,,0
death,JAN 2022,202203,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,JAN 2022,202203,50-64,vaccinated,436,20262346,849,4556750.65,2.151774528,18.63169757,8.658759236,,,,,,,,1
death,JAN 2022,202203,50-64,vax with updated booster,,,849,4556750.65,,18.63169757,,,,,,,,,1
death,JAN 2022,202203,65-79,vaccinated,1188,14972798.7,1767,1397086.9,7.934388379,126.4774582,15.94041685,,,,,,,,1
death,JAN 2022,202203,65-79,vax with updated booster,,,1767,1397086.9,,126.4774582,,,,,,,,,1
death,JAN 2022,202203,80+,vaccinated,1526,4245785,1546,661308.1,35.94152789,233.7790812,6.504428022,,,,,,,,1
death,JAN 2022,202203,80+,vax with updated booster,,,1546,661308.1,,233.7790812,,,,,,,,,1
death,JAN 2022,202203,all_ages,vaccinated,3256,76726874.7,4475,24885554.2,,,,3.223547106,31.38080966,9.734869269,3.175109487,31.5126761,9.924910064,,1
death,JAN 2022,202203,all_ages,vax with updated booster,,,4475,24885554.2,,,,,31.38080966,,,31.5126761,,,1
death,JAN 2022,202204,12-17,vaccinated,1,5624188,5,4504051,0.0177803445,0.1110111764,6.243477261,,,,,,,,0
death,JAN 2022,202204,12-17,vax with updated booster,,,5,4504051,,0.1110111764,,,,,,,,,0
death,JAN 2022,202204,18-29,vaccinated,12,13042201,24,8458113.45,0.0920090098,0.2837512188,3.083950358,,,,,,,,1
death,JAN 2022,202204,18-29,vax with updated booster,,,24,8458113.45,,0.2837512188,,,,,,,,,1
death,JAN 2022,202204,30-49,vaccinated,79,24390405,234,9602242.1,0.3238978607,2.43693085,7.523763339,,,,,,,,1
death,JAN 2022,202204,30-49,vax with updated booster,,,234,9602242.1,,2.43693085,,,,,,,,,1
death,JAN 2022,202204,5-11,vaccinated,0,2181437,2,9373783,0,0.021336103,,,,,,,,,0
death,JAN 2022,202204,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,JAN 2022,202204,50-64,vaccinated,378,20317530,806,4508026.65,1.860462369,17.87921995,9.610094911,,,,,,,,1
death,JAN 2022,202204,50-64,vax with updated booster,,,806,4508026.65,,17.87921995,,,,,,,,,1
death,JAN 2022,202204,65-79,vaccinated,949,14992651.7,1587,1385762.9,6.329767535,114.5217555,18.09256894,,,,,,,,1
death,JAN 2022,202204,65-79,vax with updated booster,,,1587,1385762.9,,114.5217555,,,,,,,,,1
death,JAN 2022,202204,80+,vaccinated,1233,4250605,1394,657986.1,29.00763538,211.8585788,7.30354529,,,,,,,,1
death,JAN 2022,202204,80+,vax with updated booster,,,1394,657986.1,,211.8585788,,,,,,,,,1
death,JAN 2022,202204,all_ages,vaccinated,2651,76993392.7,4045,24612131.2,,,,2.625872598,28.55026198,10.87267601,3.175109487,31.5126761,9.924910064,,1
death,JAN 2022,202204,all_ages,vax with updated booster,,,4045,24612131.2,,,,,28.55026198,,,31.5126761,,,1
death,FEB 2022,202205,12-17,vaccinated,2,5678147,1,4451768,0.0352227584,0.0224629855,0.6377406684,,,,,,,,0
death,FEB 2022,202205,12-17,vax with updated booster,,,1,4451768,,0.0224629855,,,,,,,,,0
death,FEB 2022,202205,18-29,vaccinated,3,13109614,19,8379015.45,0.022883969,0.2267569515,9.90898702,,,,,,,,1
death,FEB 2022,202205,18-29,vax with updated booster,,,19,8379015.45,,0.2267569515,,,,,,,,,1
death,FEB 2022,202205,30-49,vaccinated,61,24479528,146,9507052.1,0.2491878111,1.535702113,6.16282998,,,,,,,,1
death,FEB 2022,202205,30-49,vax with updated booster,,,146,9507052.1,,1.535702113,,,,,,,,,1
death,FEB 2022,202205,5-11,vaccinated,0,2332452,2,9263824,0,0.0215893566,,,,,,,,,0
death,FEB 2022,202205,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,FEB 2022,202205,50-64,vaccinated,247,20363490,574,4467024.65,1.212955147,12.84971642,10.59372761,,,,,,,,1
death,FEB 2022,202205,50-64,vax with updated booster,,,574,4467024.65,,12.84971642,,,,,,,,,1
death,FEB 2022,202205,65-79,vaccinated,746,15008578.7,1190,1376939.9,4.970490643,86.42352509,17.38732276,,,,,,,,1
death,FEB 2022,202205,65-79,vax with updated booster,,,1190,1376939.9,,86.42352509,,,,,,,,,1
death,FEB 2022,202205,80+,vaccinated,821,4254674,1036,655391.1,19.29642553,158.0735533,8.191856729,,,,,,,,1
death,FEB 2022,202205,80+,vax with updated booster,,,1036,655391.1,,158.0735533,,,,,,,,,1
death,FEB 2022,202205,all_ages,vaccinated,1878,77215884.7,2965,24385423.2,,,,1.842654499,21.21218149,11.51175193,1.135380459,13.7453559,12.1063876,,1
death,FEB 2022,202205,all_ages,vax with updated booster,,,2965,24385423.2,,,,,21.21218149,,,13.7453559,,,1
death,FEB 2022,202206,12-17,vaccinated,0,5726827,3,4413636,0,0.0679711693,,,,,,,,,0
death,FEB 2022,202206,12-17,vax with updated booster,,,3,4413636,,0.0679711693,,,,,,,,,0
death,FEB 2022,202206,18-29,vaccinated,1,13173485,15,8318306.45,0.0075910057,0.180325167,23.75510883,,,,,,,,1
death,FEB 2022,202206,18-29,vax with updated booster,,,15,8318306.45,,0.180325167,,,,,,,,,1
death,FEB 2022,202206,30-49,vaccinated,35,24561799,100,9432328.1,0.1424977055,1.060183646,7.440005037,,,,,,,,1
death,FEB 2022,202206,30-49,vax with updated booster,,,100,9432328.1,,1.060183646,,,,,,,,,1
death,FEB 2022,202206,5-11,vaccinated,0,2484384,1,9180101,0,0.0108931263,,,,,,,,,0
death,FEB 2022,202206,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,FEB 2022,202206,50-64,vaccinated,169,20403623,430,4436538.65,0.8282842709,9.692240594,11.70158717,,,,,,,,1
death,FEB 2022,202206,50-64,vax with updated booster,,,430,4436538.65,,9.692240594,,,,,,,,,1
death,FEB 2022,202206,65-79,vaccinated,511,15022619.7,906,1370200.9,3.401537217,66.12169062,19.43876736,,,,,,,,1
death,FEB 2022,202206,65-79,vax with updated booster,,,906,1370200.9,,66.12169062,,,,,,,,,1
death,FEB 2022,202206,80+,vaccinated,564,4257940,789,653315.1,13.24584189,120.7686766,9.117478345,,,,,,,,1
death,FEB 2022,202206,80+,vax with updated booster,,,789,653315.1,,120.7686766,,,,,,,,,1
death,FEB 2022,202206,all_ages,vaccinated,1280,77419466.7,2240,24210689.2,,,,1.249177067,16.14762132,12.92660724,1.135380459,13.7453559,12.1063876,,1
death,FEB 2022,202206,all_ages,vax with updated booster,,,2240,24210689.2,,,,,16.14762132,,,13.7453559,,,1
death,FEB 2022,202207,12-17,vaccinated,0,5782709,1,4374107,0,0.0228618093,,,,,,,,,0
death,FEB 2022,202207,12-17,vax with updated booster,,,1,4374107,,0.0228618093,,,,,,,,,0
death,FEB 2022,202207,18-29,vaccinated,2,13243937,11,8260871.45,0.0151012497,0.1331578644,8.817671833,,,,,,,,1
death,FEB 2022,202207,18-29,vax with updated booster,,,11,8260871.45,,0.1331578644,,,,,,,,,1
death,FEB 2022,202207,30-49,vaccinated,28,24651192,74,9362934.1,0.1135847711,0.7903505377,6.958243875,,,,,,,,1
death,FEB 2022,202207,30-49,vax with updated booster,,,74,9362934.1,,0.7903505377,,,,,,,,,1
death,FEB 2022,202207,5-11,vaccinated,0,2638781,0,9113784,0,0,,,,,,,,,0
death,FEB 2022,202207,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,FEB 2022,202207,50-64,vaccinated,117,20445820,314,4411006.65,0.5722441066,7.118556486,12.43972005,,,,,,,,1
death,FEB 2022,202207,50-64,vax with updated booster,,,314,4411006.65,,7.118556486,,,,,,,,,1
death,FEB 2022,202207,65-79,vaccinated,373,15035825.7,582,1364426.9,2.480741713,42.6552716,17.19456378,,,,,,,,1
death,FEB 2022,202207,65-79,vax with updated booster,,,582,1364426.9,,42.6552716,,,,,,,,,1
death,FEB 2022,202207,80+,vaccinated,368,4261209,472,651458.1,8.636046718,72.45285614,8.389585942,,,,,,,,1
death,FEB 2022,202207,80+,vax with updated booster,,,472,651458.1,,72.45285614,,,,,,,,,1
death,FEB 2022,202207,all_ages,vaccinated,888,77637983.7,1453,24050697.2,,,,0.8646223696,10.39420537,12.02167066,1.135380459,13.7453559,12.1063876,,1
death,FEB 2022,202207,all_ages,vax with updated booster,,,1453,24050697.2,,,,,10.39420537,,,13.7453559,,,1
death,FEB 2022,202208,12-17,vaccinated,0,5831616,1,4340745,0,0.0230375201,,,,,,,,,0
death,FEB 2022,202208,12-17,vax with updated booster,,,1,4340745,,0.0230375201,,,,,,,,,0
death,FEB 2022,202208,18-29,vaccinated,2,13309671,6,8214979.45,0.0150266674,0.0730373099,4.860512828,,,,,,,,1
death,FEB 2022,202208,18-29,vax with updated booster,,,6,8214979.45,,0.0730373099,,,,,,,,,1
death,FEB 2022,202208,30-49,vaccinated,8,24732042,54,9307231.1,0.0323467023,0.5801940386,17.93672916,,,,,,,,1
death,FEB 2022,202208,30-49,vax with updated booster,,,54,9307231.1,,0.5801940386,,,,,,,,,1
death,FEB 2022,202208,5-11,vaccinated,0,2772910,0,9057151,0,0,,,,,,,,,0
death,FEB 2022,202208,5-11,vax with updated booster,,,,,,,,,,,,,,,0
death,FEB 2022,202208,50-64,vaccinated,85,20482019,172,4390794.65,0.4149981503,3.917286362,9.439286317,,,,,,,,1
death,FEB 2022,202208,50-64,vax with updated booster,,,172,4390794.65,,3.917286362,,,,,,,,,1
death,FEB 2022,202208,65-79,vaccinated,238,15047156.7,407,1360231.15,1.581694168,29.92138505,18.91730124,,,,,,,,1
death,FEB 2022,202208,65-79,vax with updated booster,,,407,1360231.15,,29.92138505,,,,,,,,,1
death,FEB 2022,202208,80+,vaccinated,274,4263879,338,650053.1,6.426073535,51.99575235,8.091372136,,,,,,,,1
death,FEB 2022,202208,80+,vax with updated booster,,,338,650053.1,,51.99575235,,,,,,,,,1
death,FEB 2022,202208,all_ages,vaccinated,607,77834767.7,977,23923289.45,,,,0.5873899199,7.132694848,12.14303243,1.135380459,13.7453559,12.1063876,,1
death,FEB 2022,202208,all_ages,vax with updated booster,,,977,23923289.45,,,,,7.132694848,,,13.7453559,,,1
death,MAR 2022,202209,12-17,vaccinated,0,5872051,0,4316499,0,0,,,,,,,,,0
death,MAR 2022,202209,12-17,vax with updated booster,,,0,4316499,,0,,,,,,,,,0
death,MAR 2022,202209,18-29,vaccinated,0,13368753,2,8174318.45,0,0.0244668716,,,,,,,,,1
death,MAR 2022,202209,18-29,vax with updated booster,,,2,8174318.45,,0.0244668716,,,,,,,,,1
death,MAR 2022,202209,30-49,vaccinated,10,24802818,36,9259965.1,0.0403179994,0.3887703637,9.642600575,,,,,,,,1
death,MAR 2022,202209,30-49,vax with updated booster,,,36,9259965.1,,0.3887703637,,,,,,,,,1
death,MAR 2022,202209,5-11,vaccinated,0,2878705,0,9014118,0,0,,,,,,,,,0
death,MAR 2022,202209,5-11,vax with updated booster,,,,,,,,,,,,,,,0
