location,age,dose,month,dead,pop
Kasugai/Aichi,80over,5,2024-06,33,153144
Kasugai/Aichi,80over,6,2024-06,33,170193
Kasugai/Aichi,80over,7,2024-06,40,327140
Kasugai/Aichi,all,0,2024-06,31,2581693
Kasugai/Aichi,all,1,2024-06,0,22620
Kasugai/Aichi,all,2,2024-06,12,1203830
Kasugai/Aichi,all,3,2024-06,31,1960234
Kasugai/Aichi,all,4,2024-06,29,1294476
Kasugai/Aichi,all,5,2024-06,45,842592
Kasugai/Aichi,all,6,2024-06,44,529164
Kasugai/Aichi,all,7,2024-06,51,790885
Toyokawa/Aichi,80over,0,2021-02,119,622131
Toyokawa/Aichi,80over,1,2021-02,0,0
Toyokawa/Aichi,80over,2,2021-02,0,0
Toyokawa/Aichi,80over,3,2021-02,0,0
Toyokawa/Aichi,80over,4,2021-02,0,0
Toyokawa/Aichi,80over,5,2021-02,0,0
Toyokawa/Aichi,80over,6,2021-02,0,0
Toyokawa/Aichi,80over,7,2021-02,0,0
Toyokawa/Aichi,all,0,2021-02,165,5366638
Toyokawa/Aichi,all,1,2021-02,0,58
Toyokawa/Aichi,all,2,2021-02,0,0
Toyokawa/Aichi,all,3,2021-02,0,0
Toyokawa/Aichi,all,4,2021-02,0,0
Toyokawa/Aichi,all,5,2021-02,0,0
Toyokawa/Aichi,all,6,2021-02,0,0
Toyokawa/Aichi,all,7,2021-02,0,0
Toyokawa/Aichi,80over,0,2021-03,121,685066
Toyokawa/Aichi,80over,1,2021-03,0,0
Toyokawa/Aichi,80over,2,2021-03,0,0
Toyokawa/Aichi,80over,3,2021-03,0,0
Toyokawa/Aichi,80over,4,2021-03,0,0
Toyokawa/Aichi,80over,5,2021-03,0,0
Toyokawa/Aichi,80over,6,2021-03,0,0
Toyokawa/Aichi,80over,7,2021-03,0,0
Toyokawa/Aichi,all,0,2021-03,173,5928718
Toyokawa/Aichi,all,1,2021-03,0,7347
Toyokawa/Aichi,all,2,2021-03,0,232
Toyokawa/Aichi,all,3,2021-03,0,0
Toyokawa/Aichi,all,4,2021-03,0,0
Toyokawa/Aichi,all,5,2021-03,0,0
Toyokawa/Aichi,all,6,2021-03,0,0
Toyokawa/Aichi,all,7,2021-03,0,0
Toyokawa/Aichi,80over,0,2021-04,114,656396
Toyokawa/Aichi,80over,1,2021-04,0,2983
Toyokawa/Aichi,80over,2,2021-04,0,0
Toyokawa/Aichi,80over,3,2021-04,0,0
Toyokawa/Aichi,80over,4,2021-04,0,0
Toyokawa/Aichi,80over,5,2021-04,0,0
Toyokawa/Aichi,80over,6,2021-04,0,0
Toyokawa/Aichi,80over,7,2021-04,0,0
Toyokawa/Aichi,all,0,2021-04,141,5693144
Toyokawa/Aichi,all,1,2021-04,0,34891
Toyokawa/Aichi,all,2,2021-04,0,11995
Toyokawa/Aichi,all,3,2021-04,0,0
Toyokawa/Aichi,all,4,2021-04,0,0
Toyokawa/Aichi,all,5,2021-04,0,0
Toyokawa/Aichi,all,6,2021-04,0,0
Toyokawa/Aichi,all,7,2021-04,0,0
Toyokawa/Aichi,80over,0,2021-05,105,652611
Toyokawa/Aichi,80over,1,2021-05,1,18604
Toyokawa/Aichi,80over,2,2021-05,1,6671
Toyokawa/Aichi,80over,3,2021-05,0,0
Toyokawa/Aichi,80over,4,2021-05,0,0
Toyokawa/Aichi,80over,5,2021-05,0,0
Toyokawa/Aichi,80over,6,2021-05,0,0
Toyokawa/Aichi,80over,7,2021-05,0,0
Toyokawa/Aichi,all,0,2021-05,131,5737939
Toyokawa/Aichi,all,1,2021-05,2,103138
Toyokawa/Aichi,all,2,2021-05,1,85977
Toyokawa/Aichi,all,3,2021-05,0,0
Toyokawa/Aichi,all,4,2021-05,0,0
Toyokawa/Aichi,all,5,2021-05,0,0
Toyokawa/Aichi,all,6,2021-05,0,0
Toyokawa/Aichi,all,7,2021-05,0,0
Toyokawa/Aichi,80over,0,2021-06,77,346614
Toyokawa/Aichi,80over,1,2021-06,14,244258
Toyokawa/Aichi,80over,2,2021-06,5,62227
Toyokawa/Aichi,80over,3,2021-06,0,0
Toyokawa/Aichi,80over,4,2021-06,0,0
Toyokawa/Aichi,80over,5,2021-06,0,0
Toyokawa/Aichi,80over,6,2021-06,0,0
Toyokawa/Aichi,80over,7,2021-06,0,0
Toyokawa/Aichi,all,0,2021-06,116,4891945
Toyokawa/Aichi,all,1,2021-06,17,572035
Toyokawa/Aichi,all,2,2021-06,8,267930
Toyokawa/Aichi,all,3,2021-06,0,0
Toyokawa/Aichi,all,4,2021-06,0,0
Toyokawa/Aichi,all,5,2021-06,0,0
Toyokawa/Aichi,all,6,2021-06,0,0
Toyokawa/Aichi,all,7,2021-06,0,0
Toyokawa/Aichi,80over,0,2021-07,44,110729
Toyokawa/Aichi,80over,1,2021-07,21,157266
Toyokawa/Aichi,80over,2,2021-07,30,403813
Toyokawa/Aichi,80over,3,2021-07,0,0
Toyokawa/Aichi,80over,4,2021-07,0,0
Toyokawa/Aichi,80over,5,2021-07,0,0
Toyokawa/Aichi,80over,6,2021-07,0,0
Toyokawa/Aichi,80over,7,2021-07,0,0
Toyokawa/Aichi,all,0,2021-07,74,4147668
Toyokawa/Aichi,all,1,2021-07,25,675889
Toyokawa/Aichi,all,2,2021-07,44,1094961
Toyokawa/Aichi,all,3,2021-07,0,0
Toyokawa/Aichi,all,4,2021-07,0,0
Toyokawa/Aichi,all,5,2021-07,0,0
Toyokawa/Aichi,all,6,2021-07,0,0
Toyokawa/Aichi,all,7,2021-07,0,0
Toyokawa/Aichi,80over,0,2021-08,34,55687
Toyokawa/Aichi,80over,1,2021-08,8,23858
Toyokawa/Aichi,80over,2,2021-08,62,589211
Toyokawa/Aichi,80over,3,2021-08,0,0
Toyokawa/Aichi,80over,4,2021-08,0,0
Toyokawa/Aichi,80over,5,2021-08,0,0
Toyokawa/Aichi,80over,6,2021-08,0,0
Toyokawa/Aichi,80over,7,2021-08,0,0
Toyokawa/Aichi,all,0,2021-08,55,3402396
Toyokawa/Aichi,all,1,2021-08,9,555489
Toyokawa/Aichi,all,2,2021-08,76,1956211
Toyokawa/Aichi,all,3,2021-08,0,0
Toyokawa/Aichi,all,4,2021-08,0,0
Toyokawa/Aichi,all,5,2021-08,0,0
Toyokawa/Aichi,all,6,2021-08,0,0
Toyokawa/Aichi,all,7,2021-08,0,0
Toyokawa/Aichi,80over,0,2021-09,17,47466
Toyokawa/Aichi,80over,1,2021-09,10,6515
Toyokawa/Aichi,80over,2,2021-09,81,590130
Toyokawa/Aichi,80over,3,2021-09,0,0
Toyokawa/Aichi,80over,4,2021-09,0,0
Toyokawa/Aichi,80over,5,2021-09,0,0
Toyokawa/Aichi,80over,6,2021-09,0,0
Toyokawa/Aichi,80over,7,2021-09,0,0
Toyokawa/Aichi,all,0,2021-09,43,2528600
Toyokawa/Aichi,all,1,2021-09,16,627058
Toyokawa/Aichi,all,2,2021-09,102,2563126
Toyokawa/Aichi,all,3,2021-09,0,2
Toyokawa/Aichi,all,4,2021-09,0,0
Toyokawa/Aichi,all,5,2021-09,0,0
Toyokawa/Aichi,all,6,2021-09,0,0
Toyokawa/Aichi,all,7,2021-09,0,0
Toyokawa/Aichi,80over,0,2021-10,22,44781
Toyokawa/Aichi,80over,1,2021-10,6,5060
Toyokawa/Aichi,80over,2,2021-10,82,612330
Toyokawa/Aichi,80over,3,2021-10,0,0
Toyokawa/Aichi,80over,4,2021-10,0,0
Toyokawa/Aichi,80over,5,2021-10,0,0
Toyokawa/Aichi,80over,6,2021-10,0,0
Toyokawa/Aichi,80over,7,2021-10,0,0
Toyokawa/Aichi,all,0,2021-10,29,1961969
Toyokawa/Aichi,all,1,2021-10,7,486411
Toyokawa/Aichi,all,2,2021-10,104,3456446
Toyokawa/Aichi,all,3,2021-10,0,40
Toyokawa/Aichi,all,4,2021-10,0,0
Toyokawa/Aichi,all,5,2021-10,0,0
Toyokawa/Aichi,all,6,2021-10,0,0
Toyokawa/Aichi,all,7,2021-10,0,0
Toyokawa/Aichi,80over,0,2021-11,16,41317
Toyokawa/Aichi,80over,1,2021-11,3,2835
Toyokawa/Aichi,80over,2,2021-11,78,593537
Toyokawa/Aichi,80over,3,2021-11,0,0
Toyokawa/Aichi,80over,4,2021-11,0,0
Toyokawa/Aichi,80over,5,2021-11,0,0
Toyokawa/Aichi,80over,6,2021-11,0,0
Toyokawa/Aichi,80over,7,2021-11,0,0
Toyokawa/Aichi,all,0,2021-11,26,1685443
Toyokawa/Aichi,all,1,2021-11,4,128204
Toyokawa/Aichi,all,2,2021-11,116,3896416
Toyokawa/Aichi,all,3,2021-11,0,64
Toyokawa/Aichi,all,4,2021-11,0,0
Toyokawa/Aichi,all,5,2021-11,0,0
Toyokawa/Aichi,all,6,2021-11,0,0
Toyokawa/Aichi,all,7,2021-11,0,0
Toyokawa/Aichi,80over,0,2021-12,20,41753
Toyokawa/Aichi,80over,1,2021-12,2,2422
Toyokawa/Aichi,80over,2,2021-12,124,610993
Toyokawa/Aichi,80over,3,2021-12,0,56
Toyokawa/Aichi,80over,4,2021-12,0,0
Toyokawa/Aichi,80over,5,2021-12,0,0
Toyokawa/Aichi,80over,6,2021-12,0,0
Toyokawa/Aichi,80over,7,2021-12,0,0
Toyokawa/Aichi,all,0,2021-12,29,1711642
Toyokawa/Aichi,all,1,2021-12,3,29669
Toyokawa/Aichi,all,2,2021-12,156,4145823
Toyokawa/Aichi,all,3,2021-12,0,8164
Toyokawa/Aichi,all,4,2021-12,0,0
Toyokawa/Aichi,all,5,2021-12,0,0
Toyokawa/Aichi,all,6,2021-12,0,0
Toyokawa/Aichi,all,7,2021-12,0,0
Toyokawa/Aichi,80over,0,2022-01,15,40919
Toyokawa/Aichi,80over,1,2022-01,0,2293
Toyokawa/Aichi,80over,2,2022-01,129,594247
Toyokawa/Aichi,80over,3,2022-01,0,13168
Toyokawa/Aichi,80over,4,2022-01,0,0
Toyokawa/Aichi,80over,5,2022-01,0,0
Toyokawa/Aichi,80over,6,2022-01,0,0
Toyokawa/Aichi,80over,7,2022-01,0,0
Toyokawa/Aichi,all,0,2022-01,30,1694729
Toyokawa/Aichi,all,1,2022-01,0,25226
Toyokawa/Aichi,all,2,2022-01,158,4070536
Toyokawa/Aichi,all,3,2022-01,0,98868
Toyokawa/Aichi,all,4,2022-01,0,0
Toyokawa/Aichi,all,5,2022-01,0,0
Toyokawa/Aichi,all,6,2022-01,0,0
Toyokawa/Aichi,all,7,2022-01,0,0
Toyokawa/Aichi,80over,0,2022-02,10,36152
Toyokawa/Aichi,80over,1,2022-02,3,2131
Toyokawa/Aichi,80over,2,2022-02,115,325457
Toyokawa/Aichi,80over,3,2022-02,20,219864
Toyokawa/Aichi,80over,4,2022-02,0,0
Toyokawa/Aichi,80over,5,2022-02,0,0
Toyokawa/Aichi,80over,6,2022-02,0,0
Toyokawa/Aichi,80over,7,2022-02,0,0
Toyokawa/Aichi,all,0,2022-02,19,1517396
Toyokawa/Aichi,all,1,2022-02,4,20175
Toyokawa/Aichi,all,2,2022-02,151,3100139
Toyokawa/Aichi,all,3,2022-02,21,676308
Toyokawa/Aichi,all,4,2022-02,0,0
Toyokawa/Aichi,all,5,2022-02,0,0
Toyokawa/Aichi,all,6,2022-02,0,0
Toyokawa/Aichi,all,7,2022-02,0,0
Toyokawa/Aichi,80over,0,2022-03,23,38895
Toyokawa/Aichi,80over,1,2022-03,0,2117
Toyokawa/Aichi,80over,2,2022-03,57,102354
Toyokawa/Aichi,80over,3,2022-03,49,498491
Toyokawa/Aichi,80over,4,2022-03,0,0
Toyokawa/Aichi,80over,5,2022-03,0,0
Toyokawa/Aichi,80over,6,2022-03,0,0
Toyokawa/Aichi,80over,7,2022-03,0,0
Toyokawa/Aichi,all,0,2022-03,35,1654612
Toyokawa/Aichi,all,1,2022-03,0,33152
Toyokawa/Aichi,all,2,2022-03,82,2498855
Toyokawa/Aichi,all,3,2022-03,59,1691068
Toyokawa/Aichi,all,4,2022-03,0,0
Toyokawa/Aichi,all,5,2022-03,0,0
Toyokawa/Aichi,all,6,2022-03,0,0
Toyokawa/Aichi,all,7,2022-03,0,0
Toyokawa/Aichi,80over,0,2022-04,10,36954
Toyokawa/Aichi,80over,1,2022-04,5,1652
Toyokawa/Aichi,80over,2,2022-04,30,35346
Toyokawa/Aichi,80over,3,2022-04,77,543374
Toyokawa/Aichi,80over,4,2022-04,0,0
Toyokawa/Aichi,80over,5,2022-04,0,0
Toyokawa/Aichi,80over,6,2022-04,0,0
Toyokawa/Aichi,80over,7,2022-04,0,0
Toyokawa/Aichi,all,0,2022-04,25,1563338
Toyokawa/Aichi,all,1,2022-04,5,36368
Toyokawa/Aichi,all,2,2022-04,45,1790926
Toyokawa/Aichi,all,3,2022-04,97,2292124
Toyokawa/Aichi,all,4,2022-04,0,13
Toyokawa/Aichi,all,5,2022-04,0,0
Toyokawa/Aichi,all,6,2022-04,0,0
Toyokawa/Aichi,all,7,2022-04,0,0
Toyokawa/Aichi,80over,0,2022-05,13,37625
Toyokawa/Aichi,80over,1,2022-05,0,1609
Toyokawa/Aichi,80over,2,2022-05,16,28107
Toyokawa/Aichi,80over,3,2022-05,92,566749
Toyokawa/Aichi,80over,4,2022-05,0,0
Toyokawa/Aichi,80over,5,2022-05,0,0
Toyokawa/Aichi,80over,6,2022-05,0,0
Toyokawa/Aichi,80over,7,2022-05,0,0
Toyokawa/Aichi,all,0,2022-05,25,1599763
Toyokawa/Aichi,all,1,2022-05,0,22151
Toyokawa/Aichi,all,2,2022-05,23,1438525
Toyokawa/Aichi,all,3,2022-05,120,2806480
Toyokawa/Aichi,all,4,2022-05,0,31
Toyokawa/Aichi,all,5,2022-05,0,0
Toyokawa/Aichi,all,6,2022-05,0,0
Toyokawa/Aichi,all,7,2022-05,0,0
Toyokawa/Aichi,80over,0,2022-06,6,36128
Toyokawa/Aichi,80over,1,2022-06,0,1471
Toyokawa/Aichi,80over,2,2022-06,9,23934
Toyokawa/Aichi,80over,3,2022-06,74,548757
Toyokawa/Aichi,80over,4,2022-06,0,242
Toyokawa/Aichi,80over,5,2022-06,0,0
Toyokawa/Aichi,80over,6,2022-06,0,0
Toyokawa/Aichi,80over,7,2022-06,0,0
Toyokawa/Aichi,all,0,2022-06,15,1540652
Toyokawa/Aichi,all,1,2022-06,0,16663
Toyokawa/Aichi,all,2,2022-06,19,1150868
Toyokawa/Aichi,all,3,2022-06,96,2963653
Toyokawa/Aichi,all,4,2022-06,0,1459
Toyokawa/Aichi,all,5,2022-06,0,0
Toyokawa/Aichi,all,6,2022-06,0,0
Toyokawa/Aichi,all,7,2022-06,0,0
Toyokawa/Aichi,80over,0,2022-07,14,36940
Toyokawa/Aichi,80over,1,2022-07,1,1519
Toyokawa/Aichi,80over,2,2022-07,11,22904
Toyokawa/Aichi,80over,3,2022-07,70,506535
Toyokawa/Aichi,80over,4,2022-07,5,60195
Toyokawa/Aichi,80over,5,2022-07,0,0
Toyokawa/Aichi,80over,6,2022-07,0,0
Toyokawa/Aichi,80over,7,2022-07,0,0
Toyokawa/Aichi,all,0,2022-07,24,1586464
Toyokawa/Aichi,all,1,2022-07,3,16022
Toyokawa/Aichi,all,2,2022-07,17,1083696
Toyokawa/Aichi,all,3,2022-07,99,3024346
Toyokawa/Aichi,all,4,2022-07,5,147709
Toyokawa/Aichi,all,5,2022-07,0,0
Toyokawa/Aichi,all,6,2022-07,0,0
Toyokawa/Aichi,all,7,2022-07,0,0
Toyokawa/Aichi,80over,0,2022-08,8,36422
Toyokawa/Aichi,80over,1,2022-08,0,1610
Toyokawa/Aichi,80over,2,2022-08,10,21450
Toyokawa/Aichi,80over,3,2022-08,77,296953
Toyokawa/Aichi,80over,4,2022-08,22,268325
Toyokawa/Aichi,80over,5,2022-08,0,0
Toyokawa/Aichi,80over,6,2022-08,0,0
Toyokawa/Aichi,80over,7,2022-08,0,0
Toyokawa/Aichi,all,0,2022-08,17,1575748
Toyokawa/Aichi,all,1,2022-08,1,19499
Toyokawa/Aichi,all,2,2022-08,18,994489
Toyokawa/Aichi,all,3,2022-08,98,2553428
Toyokawa/Aichi,all,4,2022-08,26,710261
Toyokawa/Aichi,all,5,2022-08,0,0
Toyokawa/Aichi,all,6,2022-08,0,0
Toyokawa/Aichi,all,7,2022-08,0,0
Toyokawa/Aichi,80over,0,2022-09,16,34706
Toyokawa/Aichi,80over,1,2022-09,1,1573
Toyokawa/Aichi,80over,2,2022-09,15,19072
Toyokawa/Aichi,80over,3,2022-09,73,130735
Toyokawa/Aichi,80over,4,2022-09,36,414507
Toyokawa/Aichi,80over,5,2022-09,0,0
Toyokawa/Aichi,80over,6,2022-09,0,0
Toyokawa/Aichi,80over,7,2022-09,0,0
Toyokawa/Aichi,all,0,2022-09,34,1517039
Toyokawa/Aichi,all,1,2022-09,1,17158
Toyokawa/Aichi,all,2,2022-09,23,921805
Toyokawa/Aichi,all,3,2022-09,94,2015286
Toyokawa/Aichi,all,4,2022-09,44,1187884
Toyokawa/Aichi,all,5,2022-09,0,0
Toyokawa/Aichi,all,6,2022-09,0,0
Toyokawa/Aichi,all,7,2022-09,0,0
Toyokawa/Aichi,80over,0,2022-10,11,35337
Toyokawa/Aichi,80over,1,2022-10,0,1505
Toyokawa/Aichi,80over,2,2022-10,8,18765
Toyokawa/Aichi,80over,3,2022-10,42,82363
Toyokawa/Aichi,80over,4,2022-10,56,478531
Toyokawa/Aichi,80over,5,2022-10,0,193
Toyokawa/Aichi,80over,6,2022-10,0,0
Toyokawa/Aichi,80over,7,2022-10,0,0
Toyokawa/Aichi,all,0,2022-10,15,1564492
Toyokawa/Aichi,all,1,2022-10,0,13777
Toyokawa/Aichi,all,2,2022-10,16,920819
Toyokawa/Aichi,all,3,2022-10,61,1888462
Toyokawa/Aichi,all,4,2022-10,80,1453784
Toyokawa/Aichi,all,5,2022-10,0,748
Toyokawa/Aichi,all,6,2022-10,0,0
Toyokawa/Aichi,all,7,2022-10,0,0
Toyokawa/Aichi,80over,0,2022-11,5,33910
Toyokawa/Aichi,80over,1,2022-11,2,1432
Toyokawa/Aichi,80over,2,2022-11,7,17414
Toyokawa/Aichi,80over,3,2022-11,29,65954
Toyokawa/Aichi,80over,4,2022-11,81,440442
Toyokawa/Aichi,80over,5,2022-11,2,34076
Toyokawa/Aichi,80over,6,2022-11,0,0
Toyokawa/Aichi,80over,7,2022-11,0,0
Toyokawa/Aichi,all,0,2022-11,13,1510937
Toyokawa/Aichi,all,1,2022-11,2,14427
Toyokawa/Aichi,all,2,2022-11,15,850094
Toyokawa/Aichi,all,3,2022-11,44,1623679
Toyokawa/Aichi,all,4,2022-11,105,1556131
Toyokawa/Aichi,all,5,2022-11,2,93242
Toyokawa/Aichi,all,6,2022-11,0,0
Toyokawa/Aichi,all,7,2022-11,0,0
Toyokawa/Aichi,80over,0,2022-12,18,34729
Toyokawa/Aichi,80over,1,2022-12,1,1407
Toyokawa/Aichi,80over,2,2022-12,4,17266
Toyokawa/Aichi,80over,3,2022-12,27,57116
Toyokawa/Aichi,80over,4,2022-12,85,319444
Toyokawa/Aichi,80over,5,2022-12,19,178689
Toyokawa/Aichi,80over,6,2022-12,0,0
Toyokawa/Aichi,80over,7,2022-12,0,0
Toyokawa/Aichi,all,0,2022-12,34,1555700
Toyokawa/Aichi,all,1,2022-12,1,15795
Toyokawa/Aichi,all,2,2022-12,9,843396
Toyokawa/Aichi,all,3,2022-12,39,1405129
Toyokawa/Aichi,all,4,2022-12,107,1516213
Toyokawa/Aichi,all,5,2022-12,26,494438
Toyokawa/Aichi,all,6,2022-12,0,0
Toyokawa/Aichi,all,7,2022-12,0,0
Toyokawa/Aichi,80over,0,2023-01,20,34024
Toyokawa/Aichi,80over,1,2023-01,3,1377
Toyokawa/Aichi,80over,2,2023-01,10,16644
Toyokawa/Aichi,80over,3,2023-01,29,51536
Toyokawa/Aichi,80over,4,2023-01,65,198644
Toyokawa/Aichi,80over,5,2023-01,47,301389
Toyokawa/Aichi,80over,6,2023-01,0,0
Toyokawa/Aichi,80over,7,2023-01,0,0
Toyokawa/Aichi,all,0,2023-01,33,1550001
Toyokawa/Aichi,all,1,2023-01,4,15806
Toyokawa/Aichi,all,2,2023-01,16,822891
Toyokawa/Aichi,all,3,2023-01,35,1273676
Toyokawa/Aichi,all,4,2023-01,84,1308320
Toyokawa/Aichi,all,5,2023-01,63,852987
Toyokawa/Aichi,all,6,2023-01,0,0
Toyokawa/Aichi,all,7,2023-01,0,0
Toyokawa/Aichi,80over,0,2023-02,11,30249
Toyokawa/Aichi,80over,1,2023-02,1,1221
Toyokawa/Aichi,80over,2,2023-02,9,14464
Toyokawa/Aichi,80over,3,2023-02,19,44025
Toyokawa/Aichi,80over,4,2023-02,26,118392
Toyokawa/Aichi,80over,5,2023-02,39,332817
Toyokawa/Aichi,80over,6,2023-02,0,0
Toyokawa/Aichi,80over,7,2023-02,0,0
Toyokawa/Aichi,all,0,2023-02,21,1397333
Toyokawa/Aichi,all,1,2023-02,2,12249
Toyokawa/Aichi,all,2,2023-02,14,730265
Toyokawa/Aichi,all,3,2023-02,23,1108408
Toyokawa/Aichi,all,4,2023-02,41,1053267
Toyokawa/Aichi,all,5,2023-02,50,953050
Toyokawa/Aichi,all,6,2023-02,0,0
Toyokawa/Aichi,all,7,2023-02,0,0
Toyokawa/Aichi,80over,0,2023-03,16,33087
Toyokawa/Aichi,80over,1,2023-03,0,1302
Toyokawa/Aichi,80over,2,2023-03,9,15638
Toyokawa/Aichi,80over,3,2023-03,17,47283
Toyokawa/Aichi,80over,4,2023-03,43,118491
Toyokawa/Aichi,80over,5,2023-03,55,379304
Toyokawa/Aichi,80over,6,2023-03,0,0
Toyokawa/Aichi,80over,7,2023-03,0,0
Toyokawa/Aichi,all,0,2023-03,32,1544820
Toyokawa/Aichi,all,1,2023-03,0,13290
Toyokawa/Aichi,all,2,2023-03,13,796435
Toyokawa/Aichi,all,3,2023-03,28,1220519
Toyokawa/Aichi,all,4,2023-03,54,1150493
Toyokawa/Aichi,all,5,2023-03,69,1086357
Toyokawa/Aichi,all,6,2023-03,0,0
Toyokawa/Aichi,all,7,2023-03,0,0
Toyokawa/Aichi,80over,0,2023-04,9,31677
Toyokawa/Aichi,80over,1,2023-04,1,1258
Toyokawa/Aichi,80over,2,2023-04,9,14865
Toyokawa/Aichi,80over,3,2023-04,16,45094
Toyokawa/Aichi,80over,4,2023-04,37,111427
Toyokawa/Aichi,80over,5,2023-04,56,367720
Toyokawa/Aichi,80over,6,2023-04,0,0
Toyokawa/Aichi,80over,7,2023-04,0,0
Toyokawa/Aichi,all,0,2023-04,17,1493972
Toyokawa/Aichi,all,1,2023-04,1,12137
Toyokawa/Aichi,all,2,2023-04,14,765117
Toyokawa/Aichi,all,3,2023-04,27,1177115
Toyokawa/Aichi,all,4,2023-04,53,1115008
Toyokawa/Aichi,all,5,2023-04,72,1055620
Toyokawa/Aichi,all,6,2023-04,0,0
Toyokawa/Aichi,all,7,2023-04,0,0
Toyokawa/Aichi,80over,0,2023-05,19,32211
Toyokawa/Aichi,80over,1,2023-05,0,1271
Toyokawa/Aichi,80over,2,2023-05,5,15082
Toyokawa/Aichi,80over,3,2023-05,5,45644
Toyokawa/Aichi,80over,4,2023-05,28,111020
Toyokawa/Aichi,80over,5,2023-05,47,330271
Toyokawa/Aichi,80over,6,2023-05,0,52039
Toyokawa/Aichi,80over,7,2023-05,0,0
Toyokawa/Aichi,all,0,2023-05,27,1542549
Toyokawa/Aichi,all,1,2023-05,1,12405
Toyokawa/Aichi,all,2,2023-05,8,788230
Toyokawa/Aichi,all,3,2023-05,16,1213552
Toyokawa/Aichi,all,4,2023-05,40,1144022
Toyokawa/Aichi,all,5,2023-05,58,986396
Toyokawa/Aichi,all,6,2023-05,0,113863
Toyokawa/Aichi,all,7,2023-05,0,0
Toyokawa/Aichi,80over,0,2023-06,7,30798
Toyokawa/Aichi,80over,1,2023-06,0,1237
Toyokawa/Aichi,80over,2,2023-06,6,14130
Toyokawa/Aichi,80over,3,2023-06,11,42226
Toyokawa/Aichi,80over,4,2023-06,23,93766
Toyokawa/Aichi,80over,5,2023-06,43,198931
Toyokawa/Aichi,80over,6,2023-06,12,184408
Toyokawa/Aichi,80over,7,2023-06,0,0
Toyokawa/Aichi,all,0,2023-06,17,1491998
Toyokawa/Aichi,all,1,2023-06,0,11940
Toyokawa/Aichi,all,2,2023-06,7,761567
Toyokawa/Aichi,all,3,2023-06,15,1169744
Toyokawa/Aichi,all,4,2023-06,33,1069802
Toyokawa/Aichi,all,5,2023-06,55,650684
Toyokawa/Aichi,all,6,2023-06,12,453844
Toyokawa/Aichi,all,7,2023-06,0,0
Toyokawa/Aichi,80over,0,2023-07,9,31618
Toyokawa/Aichi,80over,1,2023-07,0,1285
Toyokawa/Aichi,80over,2,2023-07,7,14335
Toyokawa/Aichi,80over,3,2023-07,4,42208
Toyokawa/Aichi,80over,4,2023-07,25,85567
Toyokawa/Aichi,80over,5,2023-07,37,149771
Toyokawa/Aichi,80over,6,2023-07,27,256473
Toyokawa/Aichi,80over,7,2023-07,0,0
Toyokawa/Aichi,all,0,2023-07,16,1541105
Toyokawa/Aichi,all,1,2023-07,0,12252
Toyokawa/Aichi,all,2,2023-07,12,786067
Toyokawa/Aichi,all,3,2023-07,11,1205022
Toyokawa/Aichi,all,4,2023-07,37,1072288
Toyokawa/Aichi,all,5,2023-07,46,523273
Toyokawa/Aichi,all,6,2023-07,32,652238
Toyokawa/Aichi,all,7,2023-07,0,0
Toyokawa/Aichi,80over,0,2023-08,11,31293
Toyokawa/Aichi,80over,1,2023-08,0,1271
Toyokawa/Aichi,80over,2,2023-08,4,14088
Toyokawa/Aichi,80over,3,2023-08,12,41609
Toyokawa/Aichi,80over,4,2023-08,31,81503
Toyokawa/Aichi,80over,5,2023-08,50,135987
Toyokawa/Aichi,80over,6,2023-08,39,271542
Toyokawa/Aichi,80over,7,2023-08,0,0
Toyokawa/Aichi,all,0,2023-08,22,1540332
Toyokawa/Aichi,all,1,2023-08,0,12295
Toyokawa/Aichi,all,2,2023-08,12,785420
Toyokawa/Aichi,all,3,2023-08,17,1203318
Toyokawa/Aichi,all,4,2023-08,41,1060466
Toyokawa/Aichi,all,5,2023-08,58,487004
Toyokawa/Aichi,all,6,2023-08,53,697772
Toyokawa/Aichi,all,7,2023-08,0,0
Toyokawa/Aichi,80over,0,2023-09,10,29946
Toyokawa/Aichi,80over,1,2023-09,1,1206
Toyokawa/Aichi,80over,2,2023-09,3,13488
Toyokawa/Aichi,80over,3,2023-09,8,39808
Toyokawa/Aichi,80over,4,2023-09,17,77312
Toyokawa/Aichi,80over,5,2023-09,35,127996
Toyokawa/Aichi,80over,6,2023-09,42,257447
Toyokawa/Aichi,80over,7,2023-09,0,7354
Toyokawa/Aichi,all,0,2023-09,17,1489990
Toyokawa/Aichi,all,1,2023-09,2,11823
Toyokawa/Aichi,all,2,2023-09,9,759629
Toyokawa/Aichi,all,3,2023-09,20,1163369
Toyokawa/Aichi,all,4,2023-09,27,1019378
Toyokawa/Aichi,all,5,2023-09,48,465795
Toyokawa/Aichi,all,6,2023-09,46,668101
Toyokawa/Aichi,all,7,2023-09,0,16116
Toyokawa/Aichi,80over,0,2023-10,7,30683
Toyokawa/Aichi,80over,1,2023-10,0,1240
Toyokawa/Aichi,80over,2,2023-10,4,13825
Toyokawa/Aichi,80over,3,2023-10,9,40737
Toyokawa/Aichi,80over,4,2023-10,25,76966
Toyokawa/Aichi,80over,5,2023-10,29,121430
Toyokawa/Aichi,80over,6,2023-10,29,179682
Toyokawa/Aichi,80over,7,2023-10,10,105046
Toyokawa/Aichi,all,0,2023-10,16,1538908
Toyokawa/Aichi,all,1,2023-10,0,12319
